"","996
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
081","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Materials Chemistry","Course Total","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"CHEM
224","Dept. Total","5997","3.033","26.4","14.9","27.5","8.2","12.7","2.9","2.2","5.0","0.0",".",".","0.2","0.0","0.0","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1927","3.127","26.4","18.5","31.0","9.9","11.3","1.9","0.9",".",".",".",".",".","0.1",".",".","0.1"
"Sophomore","","1450","2.932","23.3","12.4","30.0","8.8","18.8","4.6","2.1",".",".",".",".",".",".",".",".","."
"Junior","","1083","2.841","23.9","13.1","29.8","9.0","15.3","3.7","5.1",".",".",".",".",".",".",".",".","."
"Senior","","802","2.969","28.3","16.0","27.7","9.1","12.2","3.7","2.7","0.2",".",".",".",".",".",".",".","."
"Undergraduates","","5262","3.004","25.3","15.3","30.0","9.3","14.3","3.3","2.4","0.0",".",".",".",".","0.0",".",".","0.0"
"Special","","42","3.250","47.6","14.3","14.3","4.8","11.9","4.8",".","2.4",".",".",".",".",".",".",".","."
"Graduate","","899","3.614","40.3","9.1","7.1","0.1","0.1",".","0.3","41.2","0.1",".",".","1.3",".","0.1","0.2","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.700","66.7",".","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","8","3.688","62.5",".","25.0",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","Dept. Total","6211","3.033","27.7","14.4","26.6","7.9","12.2","2.8","2.1","6.0","0.0",".",".","0.2","0.0","0.0","0.0","0.0"
