"INTERDIS COURSES (C A L S)","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","",""
"Issues in Ag, Envir & Life Sci","155
001","133","3.846","85.7","7.5","2.3","2.3","1.5",".","","0.8",".","",".","",".",".","",".","",".",".",".","."
"","375
001","19","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","375
002","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","375
003","15","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","375
004","15","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Special Topics","Course Total","50","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"CALS Honor Interdis Jr Seminar","388
001","20","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","875
002","9","3.875","66.7","22.2",".",".",".",".","",".",".","",".","",".",".","",".","","11.1",".",".","."
"","875
004","2","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Special Topics","Course Total","11","3.893","72.7","18.2",".",".",".","",".",".","",".","",".",".","",".","",".","9.1",".",".","."
"INTER-AG
494","Dept. Total","214","3.908","89.7","5.6","1.4","1.4","0.9","",".","0.5","",".","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","123","3.833","84.6","8.1","2.4","2.4","1.6","",".","0.8","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","15","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","25","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","40","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","203","3.910","90.6","4.9","1.5","1.5","1.0","",".","0.5","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","11","3.893","72.7","18.2",".",".",".","",".",".","",".","",".",".","",".","",".","9.1",".",".","."
"","Dept. Total","214","3.908","89.7","5.6","1.4","1.4","0.9","",".","0.5","",".","",".",".","",".","",".","0.5",".",".","."
