"Publications Editing","505
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pub Info Campaigns & Progms","515
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Print&Electronic Media Dsgn","530
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","699
035","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM COM
464","Dept. Total","","20","3.850","85.0","5.0","5.0","5.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","3.400","40.0","20.0","20.0","20.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","11","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","20","3.850","85.0","5.0","5.0","5.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","20","3.850","85.0","5.0","5.0","5.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
