"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"","103
001","","14","3.286","42.9","14.3","28.6",".","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","103
002","","16","3.375","56.3","12.5","12.5",".","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"First Semester Greek","Course Total","","30","3.333","50.0","13.3","20.0",".","10.0","6.7",".",".",".",".",".",".",".",".",".","."
"First Semester Greek","303
001","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Intermediate Greek","305
001","","12","3.417","33.3","33.3","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Greek Comedy","520
001","","18","3.853","72.2","16.7","5.6",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"Directed Study","699
022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890
021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Seminar-Poetry","910
001","","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"GREEK
428","Dept. Total","","81","3.563","55.6","18.5","12.3",".","4.9","2.5",".","4.9",".",".",".",".",".","1.2",".","."
