"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","10632","3.315","37.3","19.6","17.3","","7.2 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","681","3.480","46.4","26.4","16.6","3.4","2.2","1.2","2.8","0.6",".","0.1",".",".","0.1","0.1",".","."
"Sophomore","","907","3.211","33.2","19.2","25.6","6.1","8.2","1.9","0.7","5.0",".","0.3",".",".",".",".",".","."
"Junior","","1765","3.082","30.0","21.7","22.9","11.3","8.3","2.7","1.6","0.8",".","0.8",".","0.1",".",".",".","."
"Senior","","4435","3.257","38.0","20.8","19.5","9.8","7.7","1.8","0.8","0.2",".","1.1",".","0.0",".","0.0","0.1","0.0"
"Undergraduates","","7788","3.230","36.4","21.3","20.7","9.1","7.4","1.9","1.2","0.9",".","0.9",".","0.0","0.0","0.0","0.1","0.0"
"Special","","153","3.266","34.6","20.3","16.3","7.8","5.9","0.7","2.6","3.3",".","3.9",".",".","2.6",".","2.0","."
"Graduate","","2782","3.668","39.7","13.9","7.3","1.7","0.6","0.2","0.2","26.9","0.1","3.3",".","5.3","0.3","0.0","0.2","0.2"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","3.500",".","50.0",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","5","3.889","60.0","20.0",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"","College Total","10728","3.315","37.2","19.4","17.2","7.2","5.6","1.5","0.9","7.7","0.0","1.6",".","1.4","0.1","0.0","0.1","0.1"
