"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","67","3.879","82.1","10.4","4.5","1.5",".",".",".","1.5",".","",".",".","",".","",".","",".",".","."
"","300
002","10","3.850","70.0","30.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"","300
003","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","300
004","25","3.240","40.0","4.0","44.0","4.0",".","8.0",".",".",".","",".",".","",".","",".","",".",".","."
"","300
005","7","2.929","28.6","14.3","42.9",".",".",".","14.3",".",".","",".",".","",".","",".","",".",".","."
"Humanities Topics in EAS","Course Total","44","3.364","47.7","11.4","31.8","2.3",".","4.5","2.3",".","",".",".","",".","",".","",".",".",".","."
"Social Studies Topics in EAS","301
001","39","3.066","28.2","15.4","30.8","2.6","15.4","2.6","2.6",".",".","",".",".","",".","",".","","2.6",".","."
"E A STDS
298","Dept. Total","150","3.517","58.0","12.0","19.3","2.0","4.0","2.0","1.3","0.7","",".",".","",".","",".","",".","0.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.182","50.0",".","25.0",".","8.3",".","8.3",".","",".",".","",".","",".","",".","8.3",".","."
"Sophomore","","46","3.522","56.5","17.4","17.4","4.3",".","2.2","2.2",".","",".",".","",".","",".","",".",".",".","."
"Junior","","50","3.602","62.0","8.0","20.0","2.0","6.0",".",".","2.0","",".",".","",".","",".","",".",".",".","."
"Senior","","41","3.488","56.1","14.6","19.5",".","4.9","4.9",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","149","3.514","57.7","12.1","19.5","2.0","4.0","2.0","1.3","0.7","",".",".","",".","",".","",".","0.7",".","."
"Graduate","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","150","3.517","58.0","12.0","19.3","2.0","4.0","2.0","1.3","0.7","",".",".","",".","",".","",".","0.7",".","."
