"ALS","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","369","3.236","28.7","25.5","24.4","4.9","5.4","1.6","1.9","7.0","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","2.962","19.2","30.8","26.9","3.8","11.5","3.8","3.8",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","65","2.787","4.6","30.8","36.9","7.7","9.2",".","7.7",".","",".",".","",".","",".","3.1",".",".","."
"Junior","","74","3.317","25.7","32.4","31.1","2.7","5.4","1.4",".","1.4","",".",".","",".","",".",".",".",".","."
"Senior","","156","3.351","37.8","26.3","21.8","5.8","3.8","2.6","0.6","1.3","",".",".","",".","",".",".",".",".","."
"Undergraduates","","321","3.203","26.8","29.0","27.4","5.3","5.9","1.9","2.2","0.9","",".",".","",".","",".","0.6",".",".","."
"Special","","4","3.182","50.0",".","25.0",".","25.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","44","3.824","40.9","2.3","2.3","2.3",".",".",".","52.3","",".",".","",".","",".",".",".",".","."
"","Dept. Total","369","3.236","28.7","25.5","24.4","4.9","5.4","1.6","1.9","7.0","",".",".","",".","",".","0.5",".",".","."
