"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"","854
013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
014","","8","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".","12.5","12.5"
"","854
015","","21","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
016","","12","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"Clinical Program","Course Total","","148","",".",".",".",".",".",".",".","85.8",".",".",".",".","0.7",".","0.7","12.8"
"Advanced Criminal Procedure","860
001","","21","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","862
001","","49","",".",".",".",".",".",".",".","83.7",".",".",".",".","2.0",".",".","14.3"
"","862
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Institutionalized Persons","Course Total","","52","",".",".",".",".",".",".",".","84.6",".",".",".",".","1.9",".",".","13.5"
"Litigation in Criminl Cases","863
001","","12","3.333","41.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Taxation III","867
001","","10","3.875","70.0",".","10.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"International Trade Law","871
001","","43","2.208","23.3","11.6","14.0",".","4.7",".",".","14.0",".",".",".",".",".",".","2.3","."
"Immigration Law","873
001","","29","2.841","34.5","10.3","13.8",".",".",".",".","24.1",".",".",".",".",".",".",".","."
"Client Counselling","880
001","","14","3.192","57.1","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","7.1","."
"Wisconsin Internl Law Journ","895
001","","69","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Womens Law Journal","896
001","","24","",".",".",".",".",".",".",".","95.8",".",".",".",".",".",".","4.2","."
"Law Review","899
001","","80","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","","20","3.658","55.0","15.0","25.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","904
002","","8","3.438","75.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","","28","3.593","60.7","14.3","17.9",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"Probs-Pro Responsblty Smr","907
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Psychiatry and Law","911
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Commercial Law","913
001","","11","2.250","18.2",".",".","9.1","9.1","9.1",".","45.5",".",".",".",".",".",".",".","."
"","915
001","","12","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","915
002","","12","3.292","75.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","","24","3.292","37.5","4.2",".",".",".",".",".","37.5",".",".",".",".",".",".",".","12.5"
"","918
001","","16","2.893","37.5","18.8","12.5",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","918
002","","27","4.000","11.1",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","","43","3.031","20.9","7.0","4.7",".",".",".",".","55.8",".",".",".",".","4.7",".",".","."
"Health Law & Admin Seminar","935
001","","20","2.316","40.0",".","20.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Problems in Family Law-Smr","939
001","","8","3.000","50.0",".","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","940
001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","940
002","","17","3.000","64.7","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","","15","2.707","40.0","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
007","","10","3.722","50.0","30.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","940
008","","9","3.278","55.6","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","","13","1.333","7.7",".","30.8",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","010
940","","24","2.792","66.7",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
011","","7","1.714","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
