"Pre-Dissertator Research","Course Total","9","",".",".",".",".",".",".",".","88.9","",".",".",".","11.1","",".",".",".","."
"","990
011","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
014","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","710","3.093","26.5","17.7","26.8","10.3","8.7","2.7","1.8","4.8","",".","0.1",".","0.3","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.000","50.0",".","25.0",".",".","25.0",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","222","3.085","20.7","16.7","36.5","5.4","12.2","1.8","0.9","5.9","",".",".",".",".","",".",".",".","."
"Junior","","181","3.001","23.8","20.4","25.4","14.4","8.3","2.8","3.3","1.1","",".",".",".","0.6","",".",".",".","."
"Senior","","213","3.077","33.3","16.4","22.1","13.6","8.0","3.8","2.3",".","",".",".",".",".","",".","0.5",".","."
"Undergraduates","","620","3.057","26.1","17.6","28.2","10.8","9.5","2.9","2.1","2.4","",".",".",".","0.2","",".","0.2",".","."
"Special","","11","2.955","18.2","27.3","18.2","18.2","9.1","9.1",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","79","3.474","30.4","17.7","16.5","5.1","2.5",".",".","24.1","",".","1.3",".","1.3","",".","1.3",".","."
"","Dept. Total","710","3.093","26.5","17.7","26.8","10.3","8.7","2.7","1.8","4.8","",".","0.1",".","0.3","",".","0.3",".","."
