"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"481
Jr Honors Seminar in Major","001","","12","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"500
Figures of Contemp Eng Lit","001","","28","3.537","35.7","39.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","3.6"
"504
Theme in 20th C Eng Lit","001","","30","3.733","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"513
Mod British or Am Lit-Bkgrd","008","","16","3.000","18.8","12.5","37.5","12.5","18.8",".",".",".",".",".",".",".",".",".",".","."
"520
Survey: Theories of Drama","001","","12","3.250","33.3","25.0","8.3","25.0","8.3",".",".",".",".",".",".",".",".",".",".","."
"538
Brit Drama, 1914 to Present","001","","27","2.741","14.8","25.9","18.5","25.9",".","3.7","11.1",".",".",".",".",".",".",".",".","."
"553
Modern Critical Theories","001","","20","2.947","20.0","20.0","35.0","10.0",".",".","10.0",".",".",".",".",".","5.0",".",".","."
"563
Studies in Narrative Lit","001","","33","3.323","30.3","30.3","15.2","12.1","3.0","3.0",".","6.1",".",".",".",".",".",".",".","."
"574
Topic-Women Writng&Fem Thry","001","","21","3.381","33.3","33.3","19.0","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"591","001","","33","3.078","21.2","30.3","24.2","9.1","6.1",".","6.1","3.0",".",".",".",".",".",".",".","."
"591","002","","14","3.536","28.6","50.0","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Ethnic&Multicultr Lit","Course Total","","47","3.217","23.4","36.2","23.4","6.4","4.3",".","4.3","2.1",".",".",".",".",".",".",".","."
"626","001","","32","3.359","18.8","34.4","46.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"626","002","","13","3.462","30.8","30.8","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theme in 19th C Amer Lit","Course Total","","45","3.389","22.2","33.3","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"630
Theme in 20th C Amer Lit","001","","30","3.167","23.3","20.0","40.0","13.3",".",".","3.3",".",".",".",".",".",".",".",".","."
"635","001","","27","2.926","14.8","11.1","48.1","11.1","11.1",".","3.7",".",".",".",".",".",".",".",".","."
"635","002","","29","3.214","17.2","48.3","13.8","6.9","6.9",".","3.4",".",".",".",".",".",".",".",".","3.4"
"Maj Amer Novelists-1914-45","Course Total","","56","3.073","16.1","30.4","30.4","8.9","8.9",".","3.6",".",".",".",".",".",".",".",".","1.8"
"681","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682
Sr Honors Thesis in Major","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"695
Directed Creative Writing","057","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
