"Seminar-Genre and Mode","974
001","18","3.778","61.1","33.3","5.6",".",".",".",".",".",".","",".",".","",".",".","",".",".","."
"","990
003","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
011","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","471","3.532","40.1","36.5","14.9","3.2","1.5","0.2","1.3","1.3","",".","0.4","",".","0.4","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","140","3.505","33.6","44.3","15.7","3.6","0.7","0.7","0.7",".","",".",".","",".",".","",".",".","0.7","."
"Sophomore","","159","3.536","41.5","35.2","17.0","3.1","1.9",".","1.3",".","",".",".","",".",".","",".",".",".","."
"Junior","","73","3.417","34.2","37.0","19.2","4.1","1.4",".","2.7",".","",".",".","",".","1.4","",".",".",".","."
"Senior","","59","3.570","49.2","28.8","10.2","3.4","3.4",".","1.7","1.7","",".",".","",".","1.7","",".",".",".","."
"Undergraduates","","431","3.510","38.7","37.6","16.0","3.5","1.6","0.2","1.4","0.2","",".",".","",".","0.5","",".",".","0.2","."
"Special","","2","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"Graduate","","38","3.820","57.9","26.3","2.6",".",".",".",".","7.9","",".","5.3","",".",".","",".",".",".","."
"","Dept. Total","471","3.532","40.1","36.5","14.9","3.2","1.5","0.2","1.3","1.3","",".","0.4","",".","0.4","",".",".","0.2","."
