"","996
015","2","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","996
025","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","996
041","4","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research-Plant Physiology","Course Total","7","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"BOTANY
208","Dept. Total","678","3.108","32.2","16.5","27.4","5.5","9.4","3.4","1.8","3.7","",".",".",".","",".","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.091","23.8","31.0","19.0","2.4","16.7","4.8",".","2.4","",".",".",".","",".","",".",".",".","."
"Sophomore","","145","3.049","26.2","16.6","37.2","5.5","7.6","4.1","2.8",".","",".",".",".","",".","",".",".",".","."
"Junior","","177","2.902","19.2","16.4","33.3","8.5","14.7","6.2","1.7",".","",".",".",".","",".","",".",".",".","."
"Senior","","204","3.162","31.9","18.6","29.4","6.4","9.8","2.0","2.0",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","568","3.043","25.9","18.3","31.9","6.5","11.3","4.0","1.9","0.2","",".",".",".","",".","",".",".",".","."
"Special","","7","3.333","14.3","14.3","28.6",".",".",".",".","42.9","",".",".",".","",".","",".",".",".","."
"Graduate","","103","3.814","68.0","6.8","2.9",".",".",".","1.0","20.4","",".",".",".","",".","",".",".","1.0","."
"","Dept. Total","678","3.108","32.2","16.5","27.4","5.5","9.4","3.4","1.8","3.7","",".",".",".","",".","",".",".","0.1","."
