"","990
008","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
010","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
016","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","7","",".",".",".",".",".",".",".","71.4","",".",".",".","28.6","",".",".",".","."
"M S & E
636","Dept. Total","450","3.410","43.3","15.6","20.0","3.8","3.3","1.8","0.4","9.1","",".",".",".","2.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.118","58.8","5.9","5.9","5.9","5.9","11.8","5.9",".","",".",".",".",".","",".",".",".","."
"Sophomore","","94","3.241","34.0","17.0","35.1","3.2","8.5","2.1",".",".","",".",".",".",".","",".",".",".","."
"Junior","","67","3.235","29.9","22.4","34.3","6.0","4.5","1.5","1.5",".","",".",".",".",".","",".",".",".","."
"Senior","","113","3.422","47.8","20.4","20.4","6.2","2.7","2.7",".",".","",".",".",".",".","",".",".",".","."
"Undergraduates","","291","3.308","39.9","18.9","27.5","5.2","5.2","2.7","0.7",".","",".",".",".",".","",".",".",".","."
"Graduate","","159","3.741","49.7","9.4","6.3","1.3",".",".",".","25.8","",".",".",".","7.5","",".",".",".","."
"","Dept. Total","450","3.410","43.3","15.6","20.0","3.8","3.3","1.8","0.4","9.1","",".",".",".","2.7","",".",".",".","."
