"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","240
001","27","2.865","22.2","11.1","25.9","7.4","22.2","7.4",".",".",".",".",".",".",".","3.7",".","."
"","240
002","21","2.667","9.5","23.8","19.0","23.8","4.8","19.0",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","48","2.777","16.7","16.7","22.9","14.6","14.6","12.5",".",".",".",".",".",".",".","2.1",".","."
"Intro to Computer Engineering","252
001","18","3.167","38.9","22.2","11.1","11.1","5.6","11.1",".",".",".",".",".",".",".",".",".","."
"","298
002","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","298
004","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","298
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","298
006","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","298
007","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","298
008","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","298
009","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","298
010","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","298
065","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","Course Total","57","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","302
001","62","2.867","29.0","4.8","25.8","11.3","17.7","3.2","4.8","3.2",".",".",".",".",".",".",".","."
"","302
002","91","2.780","23.1","6.6","26.4","19.8","15.4","3.3","5.5",".",".",".",".",".",".",".",".","."
"","302
003","22","2.800","22.7","4.5","22.7","22.7","9.1","4.5","4.5",".","9.1",".",".",".",".",".",".","."
"","302
005","18","2.528","5.6","5.6","44.4","22.2","11.1",".","11.1",".",".",".",".",".",".",".",".","."
"","302
006","22","3.024","22.7","4.5","45.5","9.1","9.1","4.5",".","4.5",".",".",".",".",".",".",".","."
"","302
007","14","2.846","14.3","7.1","35.7","21.4","7.1","7.1",".",".","7.1",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","229","2.812","22.7","5.7","29.7","17.0","14.0","3.5","4.8","1.3","1.3",".",".",".",".",".",".","."
"Prob Solvng Using Computers","310
001","214","3.103","18.7","15.0","45.8","15.0","3.7","0.9","0.9",".",".",".",".",".",".",".",".","."
"","352
001","19","3.132","31.6","26.3","5.3","10.5","26.3",".",".",".",".",".",".",".",".",".",".","."
"","352
002","41","2.854","19.5","12.2","36.6","12.2","7.3","9.8","2.4",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","60","2.942","23.3","16.7","26.7","11.7","13.3","6.7","1.7",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","354
001","47","2.851","25.5","8.5","19.1","25.5","12.8","6.4","2.1",".",".",".",".",".",".",".",".","."
"","367
001","60","3.025","30.0","21.7","15.0","13.3","10.0","3.3","5.0",".",".",".",".",".",".","1.7",".","."
"","367
002","32","3.297","34.4","28.1","15.6","6.3","15.6",".",".",".",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","92","3.121","31.5","23.9","15.2","10.9","12.0","2.2","3.3",".",".",".",".",".",".","1.1",".","."
"Learn New Programming Lang","368
001","23","",".",".",".",".",".",".",".",".",".","95.7","4.3",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","70","2.899","22.9","20.0","20.0","14.3","12.9","2.9","5.7",".",".",".",".",".",".","1.4",".","."
"","475
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","475
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","4","***","","","","","","","","","","","","","","","",""
"Intro-Theoretical Comp Sci","520
001","16","3.125","25.0","31.3","12.5","6.3","25.0",".",".",".",".",".",".",".",".",".",".","."
"Linear Programming Methods","525
001","20","2.800","30.0","20.0","20.0",".","5.0","20.0","5.0",".",".",".",".",".",".",".",".","."
"Image Processing","533
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","32","3.141","21.9","31.3","31.3","3.1","6.3","3.1","3.1",".",".",".",".",".",".",".",".","."
"","537
001","23","3.439","39.1","26.1","26.1",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","537
002","40","3.079","32.5","27.5","7.5","15.0","7.5","7.5","2.5",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","Course Total","63","3.214","34.9","27.0","14.3","9.5","7.9","4.8","1.6",".",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","540
001","50","3.208","18.0","38.0","20.0","14.0","4.0",".","2.0","2.0",".",".",".",".",".","2.0",".","."
