"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","",""
"","275","002","","162","3.506","37.7","35.8","18.5","4.9","1.2",".","0.6","0.6",".",".",".",".",".","0.6",".","."
"","275","003","","133","3.016","27.1","23.3","19.5","6.8","6.8","6.8","4.5","5.3",".",".",".",".",".",".",".","."
"Consumer Finance","","Course Total","","295","3.290","32.9","30.2","19.0","5.8","3.7","3.1","2.4","2.7",".",".",".",".",".","0.3",".","."
"Mediatn:Serving Consumr Int","350","001","","65","3.954","90.8","9.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Retailing Theory & Practice","357","001","","66","3.894","90.9","6.1","1.5",".",".",".","1.5",".",".",".",".",".",".",".",".","."
"Comp Applicatns-Retailing","370","001","","22","3.750","72.7","13.6","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"Hist-Consumr Movemnts in US","470","001","","33","3.773","63.6","30.3","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"The Consumer and the Market","477","001","","71","3.155","18.3","28.2","35.2","8.5","7.0","2.8",".",".",".",".",".",".",".",".",".","."
"","501","001","","44","4.000","97.7",".",".",".",".",".",".","2.3",".",".",".",".",".",".",".","."
"","501","002","","19","3.605","26.3","68.4","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501","003","","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","","81","3.863","74.1","22.2","2.5",".",".",".",".","1.2",".",".",".",".",".",".",".","."
"Prep for Retailng Internshp","503","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth Care Iss:Ind, Fam, Soc","532","001","","49","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Direct Retailing","561","001","","56","3.875","83.9","8.9","5.4","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"Retail Financial Analysis","564","001","","23","3.341","13.0","43.5","34.8","4.3",".",".",".","4.3",".",".",".",".",".",".",".","."
"Seminar in Consumer Science","565","001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Science Internship","601","015","","17","3.958","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Experience-Retailing","602","015","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Retailing Internship","603","015","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Consumer Finance","627","001","","37","3.351","24.3","51.4","8.1","2.7","13.5",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","657","001","","36","3.194","8.3","38.9","36.1","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Household Risk Management","665","001","","31","3.383","22.6","32.3","38.7","3.2",".",".",".","3.2",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","","16","3.810","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","009","","16","3.946","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","33","3.902","87.9","3.0","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar: Consumer Research","960","001","","12","3.708","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
