"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","22","3.114","40.9","13.6","27.3",".","9.1",".","9.1",".",".",".",".",".",".",".",".","."
"","002
101","22","2.636","22.7","13.6","22.7","4.5","18.2","9.1","9.1",".",".",".",".",".",".",".",".","."
"","003
101","21","2.452","9.5","23.8","23.8",".","14.3","23.8","4.8",".",".",".",".",".",".",".",".","."
"","101
004","24","3.381","37.5","16.7","20.8","8.3",".","4.2",".","12.5",".",".",".",".",".",".",".","."
"","101
005","24","2.870","12.5","25.0","20.8","8.3","25.0","4.2",".","4.2",".",".",".",".",".",".",".","."
"","101
006","21","3.405","42.9","14.3","28.6","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","101
007","23","3.261","21.7","26.1","39.1","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","101
008","23","2.913","8.7","21.7","47.8","4.3","8.7","8.7",".",".",".",".",".",".",".",".",".","."
"","101
009","24","2.977","16.7","12.5","41.7","8.3","4.2","8.3",".","8.3",".",".",".",".",".",".",".","."
"","101
010","23","3.217","34.8","13.0","30.4","13.0","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","101
011","23","3.045","34.8","8.7","26.1","8.7","8.7","4.3","4.3","4.3",".",".",".",".",".",".",".","."
"","101
012","24","3.313","33.3","8.3","45.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","101
013","22","3.150","31.8","13.6","22.7","4.5","13.6","4.5",".","9.1",".",".",".",".",".",".",".","."
"","101
014","23","3.543","52.2","4.3","43.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","319","3.094","28.5","15.4","31.7","6.6","8.2","5.0","1.9","2.8",".",".",".",".",".",".",".","."
"","102
001","18","3.417","44.4","11.1","33.3","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","102
002","19","3.158","31.6","15.8","31.6","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"","102
003","23","3.000","17.4","26.1","26.1","8.7","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"","102
004","17","3.588","41.2","47.1","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","102
005","24","3.583","50.0","25.0","20.8",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","102
006","21","3.429","33.3","28.6","33.3",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","102
007","23","3.136","17.4","17.4","47.8",".","13.0",".",".","4.3",".",".",".",".",".",".",".","."
"","102
008","21","2.976","19.0","19.0","38.1","4.8","9.5","9.5",".",".",".",".",".",".",".",".",".","."
"","102
009","24","3.771","70.8","12.5","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","19","3.184","42.1","10.5","26.3","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","102
011","21","2.952","14.3","19.0","42.9","9.5","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","102
012","21","3.476","42.9","23.8","23.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","102
013","19","3.500","52.6","10.5","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","102
014","21","3.214","52.4","14.3","4.8","9.5","9.5","4.8","4.8",".",".",".",".",".",".",".",".","."
"","102
015","24","3.063","8.3","41.7","25.0","12.5","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","102
016","21","3.325","28.6","19.0","38.1","4.8","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","102
017","23","2.826","26.1","26.1","17.4",".","13.0","8.7","8.7",".",".",".",".",".",".",".",".","."
"","102
018","23","3.304","26.1","34.8","26.1",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"","102
019","18","3.611","50.0","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
020","22","3.262","22.7","27.3","31.8","4.5","9.1",".",".","4.5",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","422","3.283","34.1","23.0","26.8","4.3","8.1","1.9","1.2","0.7",".",".",".",".",".",".",".","."
"","203
001","22","3.318","22.7","36.4","31.8",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
002","21","3.333","23.8","38.1","28.6",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","203
003","22","3.045","9.1","31.8","22.7","31.8","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
004","20","3.100","25.0","15.0","40.0","5.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","203
005","23","3.435","26.1","43.5","26.1",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
006","22","3.000","4.5","27.3","40.9","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
007","22","3.750","72.7","13.6","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
008","22","3.286","36.4","22.7","22.7","4.5","4.5",".","4.5","4.5",".",".",".",".",".",".",".","."
"","203
009","20","3.053","15.0","30.0","25.0","10.0","10.0","5.0",".","5.0",".",".",".",".",".",".",".","."
"","203
010","21","3.262","23.8","19.0","47.6","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 306 of 406",""
