"TERM : 1072","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"ENGLISH
350","Dept. Total","5468","3.382","33.5","26.8","19.5","5.3","3.2","0.7","1.2","1.4","",".","6.9","0.3","0.6","0.1","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1503","3.443","33.2","30.2","19.2","4.7","1.9","0.3","1.1",".","",".","8.8","0.5",".","0.1","0.1","0.1","."
"Sophomore","","1176","3.346","27.6","32.1","23.4","6.8","2.6","0.7","0.9","0.1","",".","4.8","0.6",".","0.2","0.1",".","."
"Junior","","1060","3.263","31.2","26.9","24.4","6.7","5.2","1.8","1.7","0.1","",".","2.0",".",".",".",".",".","."
"Senior","","1094","3.351","39.9","24.9","20.3","5.8","5.0","0.9","1.8","0.2","",".","1.1",".",".",".","0.1",".","."
"Undergraduates","","4833","3.356","32.9","28.7","21.6","5.9","3.5","0.8","1.4","0.1","",".","4.6","0.3",".","0.1","0.1","0.0","."
"Special","","137","3.440","24.8","16.8","8.8","3.6","5.1",".",".","9.5","",".","26.3","1.5",".",".",".","0.7","2.9"
"Graduate","","498","3.856","41.8","11.2","1.8",".",".",".",".","12.2","",".","24.5","0.2","7.0","0.6",".","0.6","."
"","Dept. Total","5468","3.382","33.5","26.8","19.5","5.3","3.2","0.7","1.2","1.4","",".","6.9","0.3","0.6","0.1","0.1","0.1","0.1"
