"L&S","","","","","","","","","","","","","","","","","","","",""
"GEOGRAPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","",""
"GEOG
416","Dept. Total","1468","3.109","27.7","18.8","25.3","11.1","7.8","2.8","1.6","2.7","",".","0.1","0.1","0.9","0.3","0.3","0.4","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","104","2.911","22.1","19.2","28.8","7.7","14.4","6.7","1.0",".","",".",".",".",".",".",".",".","."
"Sophomore","","328","2.887","13.7","17.4","33.8","18.3","11.6","3.4","1.2",".","",".","0.3",".",".","0.3",".",".","."
"Junior","","373","3.100","22.8","20.1","30.6","14.7","7.2","1.6","1.6","0.3","",".",".",".",".",".","1.1",".","."
"Senior","","438","3.113","29.9","22.1","22.8","8.7","8.0","3.4","2.5","2.3","",".",".",".",".",".",".","0.2","."
"Undergraduates","","1243","3.032","22.8","20.0","28.6","13.0","9.3","3.1","1.8","0.9","",".","0.1",".",".","0.1","0.3","0.1","."
"Special","","61","3.330","39.3","16.4","21.3","3.3",".","3.3","3.3","3.3","",".",".","1.6",".",".","1.6","6.6","."
"Graduate","","162","3.882","59.3","10.5","1.9",".",".",".",".","16.0","",".",".",".","8.0","1.9",".","0.6","1.9"
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1468","3.109","27.7","18.8","25.3","11.1","7.8","2.8","1.6","2.7","",".","0.1","0.1","0.9","0.3","0.3","0.4","0.2"
