"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"Contemp Iss-Engr Profession","101
001","245","3.696","62.9","24.5","10.2","0.4","0.4",".","1.6",".","",".","",".",".","",".","",".",".",".","."
"","160
001","180","3.561","48.3","28.3","17.8","2.2","1.1","0.6","1.1",".","",".","",".",".","",".","",".","0.6",".","."
"","160
002","119","3.737","60.5","26.1","11.8","0.8",".",".",".",".","",".","",".",".","",".","","0.8",".",".","."
"Intro to Engineering Design","Course Total","299","3.631","53.2","27.4","15.4","1.7","0.7","0.3","0.7","",".","",".",".","",".","",".","0.3","0.3",".","."
"Dean's Leadership Class","400
001","33","",".",".",".",".",".",".",".",".","",".","","100.0",".","",".","",".",".",".","."
"INTEREGR
496","Dept. Total","577","3.654","54.2","24.6","12.3","1.0","0.5","0.2","1.0","",".","",".","5.7","",".","",".","0.2","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","415","3.623","54.5","27.2","14.5","1.0","0.5","0.2","1.4","",".","",".","0.2","",".","",".","0.2","0.2",".","."
"Sophomore","","123","3.751","65.0","21.1","8.9","1.6","0.8",".",".","",".","",".","2.4","",".","",".",".",".",".","."
"Junior","","20","3.810","30.0","15.0",".",".",".",".",".","",".","",".","55.0","",".","",".",".",".",".","."
"Senior","","19","4.000","5.3",".",".",".",".",".",".","",".","",".","94.7","",".","",".",".",".",".","."
"Undergraduates","","577","3.654","54.2","24.6","12.3","1.0","0.5","0.2","1.0","",".","",".","5.7","",".","",".","0.2","0.2",".","."
"","Dept. Total","577","3.654","54.2","24.6","12.3","1.0","0.5","0.2","1.0","",".","",".","5.7","",".","",".","0.2","0.2",".","."
