"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","362","3.064","24.0","20.2","28.7","8.6","14.6","2.8","1.1",".",".",".",".",".",".",".",".","."
"","002
103","375","3.301","38.1","14.4","31.2","5.1","9.1","1.9",".",".",".",".",".",".","0.3",".",".","."
"","003
103","345","2.926","21.4","10.1","35.9","8.1","19.4","3.5","1.2",".",".",".",".",".",".",".",".","0.3"
"","103
004","251","2.908","22.7","9.6","34.3","7.2","21.5","2.8","2.0",".",".",".",".",".",".",".",".","."
"","103
005","338","3.283","36.4","18.6","24.9","8.9","10.1","0.6","0.6",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1671","3.109","29.0","14.9","30.8","7.5","14.5","2.3","0.9",".",".",".",".",".","0.1",".",".","0.1"
"General Chemistry","104
001","340","2.739","17.9","4.1","43.2","5.0","17.6","9.4","2.4","0.3",".",".",".",".",".",".",".","."
"General Chemistry","108
001","235","2.991","19.1","13.6","42.1","8.5","11.5","4.3","0.9",".",".",".",".",".",".",".",".","."
"","109
001","262","3.191","24.0","27.9","23.3","15.6","7.6","1.1","0.4",".",".",".",".",".",".",".",".","."
"","109
002","276","3.187","21.0","30.1","25.4","17.4","4.3","1.1","0.7",".",".",".",".",".",".",".",".","."
"","109
003","123","3.256","32.5","13.8","33.3","14.6","4.9","0.8",".",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","661","3.201","24.4","26.2","26.0","16.2","5.7","1.1","0.5",".",".",".",".",".",".",".",".","."
"Chemical Principles I","115
001","29","3.517","51.7","27.6","10.3","6.9",".",".","3.4",".",".",".",".",".",".",".",".","."
"Environmental Chem & Ethnicity","201
001","20","3.500","40.0","35.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","299
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","77","2.955","24.7","16.9","23.4","13.0","14.3","6.5","1.3",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","45","3.144","24.4","26.7","20.0","15.6","11.1","2.2",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","175","2.770","12.6","14.3","30.9","21.7","11.4","2.3","5.1","1.7",".",".",".",".",".",".",".","."
"","342
001","13","3.308","30.8","23.1","23.1","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","342
002","13","3.269","15.4","38.5","38.5",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","342
003","14","3.250","21.4","28.6","28.6","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","342
004","11","3.364","18.2","45.5","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","342
005","14","3.154","35.7","7.1","35.7","7.1",".",".","7.1","7.1",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","65","3.266","24.6","27.7","30.8","12.3","1.5",".","1.5","1.5",".",".",".",".",".",".",".","."
"","343
001","347","2.771","16.7","9.5","34.6","4.6","30.3","1.2","3.2",".",".",".",".",".",".",".",".","."
"","002
343","241","2.502","15.8","6.6","28.6","10.8","21.2","8.7","8.3",".",".",".",".",".",".",".",".","."
"","343
003","245","2.524","16.3","12.7","19.6","9.8","26.5","6.5","8.6",".",".",".",".",".",".",".",".","."
"","343
004","47","3.511","48.9","14.9","27.7","6.4","2.1",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","880","2.668","18.1","9.9","28.4","7.8","25.2","4.7","5.9",".",".",".",".",".",".",".",".","."
"","344
001","18","3.139","27.8","16.7","38.9","11.1",".",".","5.6",".",".",".",".",".",".",".",".","."
"","344
002","17","3.265","23.5","23.5","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
003","18","3.333","22.2","38.9","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
004","16","3.250","25.0","37.5","6.3","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
005","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","17","3.294","23.5","29.4","35.3","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
007","13","3.346","30.8","30.8","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","12","3.333","25.0","25.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
009","15","3.467","33.3","40.0","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
010","15","3.233","20.0","33.3","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
011","18","3.306","22.2","33.3","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".","."
