"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"758","002","17","3.765","94.1",".",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Topics-Contemporary German","Course Total","30","3.857","90.0",".",".",".",".",".","3.3","6.7",".",".",".",".",".",".",".","."
"799","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"947
Seminar-German Lit & Culture","001","13","3.950","69.2","7.7",".",".",".",".",".","7.7",".",".",".",".","15.4",".",".","."
"990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research in Lit","Course Total","14","",".",".",".",".",".",".",".","78.6",".",".",".","14.3","7.1",".",".","."
"991","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","12","",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".",".",".","."
