"","990
017","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
018","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
019","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Thesis-Research","Course Total","30","",".",".",".",".",".",".",".","96.7","",".",".",".","3.3","",".",".",".","."
"CBE
220","Dept. Total","705","3.089","26.8","18.2","16.9","7.2","10.9","2.3","1.3","14.6","",".","1.4",".","0.1","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","18","3.038","22.2","22.2","27.8","11.1","11.1","5.6",".",".","",".",".",".",".","",".",".",".","."
"Junior","","95","2.829","23.2","15.8","25.3","7.4","21.1","4.2","2.1","1.1","",".",".",".",".","",".",".",".","."
"Senior","","365","3.010","31.5","16.7","19.2","10.7","15.1","2.5","1.9",".","",".","2.2",".",".","",".",".","0.3","."
"Undergraduates","","478","2.972","29.5","16.7","20.7","10.0","16.1","2.9","1.9","0.2","",".","1.7",".",".","",".",".","0.2","."
"Graduate","","249","3.526","28.1","19.3","8.0","1.2",".","0.8",".","41.0","",".","0.8",".","0.4","",".",".","0.4","."
"","Dept. Total","727","3.089","29.0","17.6","16.4","7.0","10.6","2.2","1.2","14.2","",".","1.4",".","0.1","",".",".","0.3","."
