"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","",""
"198
006","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
010","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
012","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
014","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
016","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
019","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
020","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
021","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
022","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
023","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
024","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
027","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
028","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
029","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
031","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"038
198","13","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"198
071","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
078","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
079","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
080","4","***","","","","","","","","","",".",".",".",".",".",".","."
"198
081","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"083
198","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"198
085","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
086","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"198
088","1","***","","","","","","","","","",".",".",".",".",".",".","."
"198
090","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
Directed Study","292","",".",".",".",".",".",".",".",".",".","99.3","0.7",".",".",".",".","."
"199
061","5","***","","","","","","","","","",".",".",".",".",".",".","."
"199
062","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"199
063","14","3.933","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"199
064","13","2.962",".","38.5","38.5","15.4",".","7.7",".",".",".",".",".",".",".",".",".","."
"Course Total
Directed Study","44","3.678","65.9","15.9","11.4","4.5",".","2.3",".",".",".",".",".",".",".",".",".","."
"201
001
W Culture:Sci,Tech,Philos I","227","3.350","26.0","36.6","26.4","7.0","3.1",".","0.9",".",".",".",".",".",".",".",".","."
"202
001
W Culture:Sci,Tech,Phil II","77","3.276","13.0","44.2","36.4",".","3.9",".","1.3",".",".",".",".",".",".",".",".","1.3"
"203
001
West Culture:Lit&The Arts I","224","3.735","69.6","15.6","9.4","3.1","0.9","0.9",".",".",".",".",".",".","0.4",".",".","."
"205
001
W Cult:Pol,Econ&Soc Thght I","258","3.204","12.8","44.2","26.7","10.5","3.1","0.8","1.6","0.4",".",".",".",".",".",".",".","."
"209
001
Intro to Global Cultures","301","3.689","55.8","32.2","7.3","2.3","1.3",".","0.3",".",".",".",".",".",".","0.7",".","."
"234
001
Genres-Westrn Relig Writing","49","3.486","42.9","34.7","14.3","2.0","2.0","4.1",".",".",".",".",".",".",".",".",".","."
"251
001
Contemporary Phy Sciences","10","3.700","70.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"252
001
Contemporary Life Sciences","121","3.140","29.8","5.8","43.8","3.3","13.2","0.8","0.8","0.8",".",".",".",".",".",".","1.7","."
"253
001
Literature and Society","5","***","","","","","","","","","",".",".",".",".",".",".","."
"275
001","18","3.528","50.0","22.2","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"002
275","16","3.467","50.0","25.0","6.3",".","6.3","6.3",".","6.3",".",".",".",".",".",".",".","."
"Course Total
Special Topics in ILS","34","3.500","50.0","23.5","11.8","2.9","5.9","2.9",".","2.9",".",".",".",".",".",".",".","."
