"","999
009","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
010","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
011","3","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","19","3.880","78.9","10.5","5.3",".",".",".","",".",".","",".",".","",".","",".","5.3",".",".","."
"L I S
544","Dept. Total","598","3.860","75.9","18.6","3.3","0.2","0.2","0.2","",".","1.2","",".",".","",".","",".","0.3",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","12","3.833","75.0","16.7","8.3",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","14","3.857","78.6","14.3","7.1",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","35","3.891","74.3","14.3","2.9",".",".",".","",".","5.7","",".",".","",".","",".","2.9",".",".","."
"Graduate","","549","3.859","76.0","18.9","3.3","0.2","0.2","0.2","",".","0.9","",".",".","",".","",".","0.2",".",".","0.2"
"","Dept. Total","598","3.860","75.9","18.6","3.3","0.2","0.2","0.2","",".","1.2","",".",".","",".","",".","0.3",".",".","0.2"
