"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","311
006","17","3.647","52.9","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","19","3.500","36.8","26.3","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
008","18","2.889",".","16.7","55.6","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"","311
009","19","3.105","15.8","10.5","63.2",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","169","3.391","33.7","24.9","31.4","5.9","4.1",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","319
001","23","3.457","43.5","26.1","17.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","320
001","26","3.462","50.0","11.5","23.1","11.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"","320
002","22","3.364","31.8","22.7","31.8","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"","320
003","23","3.022","30.4","21.7","13.0","8.7","21.7",".","4.3",".",".",".",".",".",".",".",".","."
"","320
004","24","3.500","29.2","41.7","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","95","3.342","35.8","24.2","24.2","8.4","6.3",".","1.1",".",".",".",".",".",".",".",".","."
"","322
001","24","3.375","33.3","20.8","37.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","322
002","22","3.295","45.5","4.5","40.9",".","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"","322
003","22","3.614","63.6","18.2","9.1","4.5",".","4.5",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","68","3.426","47.1","14.7","29.4","2.9","2.9","1.5","1.5",".",".",".",".",".",".",".",".","."
"Adv Lang Prac-Expos Writing","323
001","21","3.381","28.6","33.3","28.6","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","324
001","21","3.190","23.8","33.3","19.0","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","324
003","24","3.826","70.8","20.8",".","4.2",".",".",".","4.2",".",".",".",".",".",".",".","."
"","324
004","21","3.262","38.1","4.8","33.3","19.0","4.8",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","66","3.438","45.5","19.7","16.7","12.1","3.0","1.5",".","1.5",".",".",".",".",".",".",".","."
"","325
001","23","3.575","47.8","17.4","13.0","4.3","4.3",".",".","13.0",".",".",".",".",".",".",".","."
"","325
002","24","3.341","29.2","16.7","33.3","12.5",".",".",".","8.3",".",".",".",".",".",".",".","."
"","325
003","25","3.160","20.0","20.0","40.0","12.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","72","3.343","31.9","18.1","29.2","9.7","4.2",".",".","6.9",".",".",".",".",".",".",".","."
"","326
001","19","3.158","47.4","10.5","15.8","10.5","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"","326
002","21","3.357","33.3","28.6","23.8","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","40","3.263","40.0","20.0","20.0","7.5","7.5","2.5","2.5",".",".",".",".",".",".",".",".","."
"","327
001","24","3.229","41.7","12.5","29.2",".","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"","327
002","21","3.810","76.2","9.5","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","327
003","22","3.614","50.0","22.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","67","3.537","55.2","14.9","23.9",".","4.5",".","1.5",".",".",".",".",".",".",".",".","."
"Spanish Civilization","361
001","28","3.742","64.3","21.4","10.7","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Literatura del Siglo de Oro","417
001","19","3.412","36.8","21.1","26.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"Cervantes","435
001","26","3.831","73.1","23.1",".","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","460
000A","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","460
000B","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","5","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
001","20","3.532","35.0","35.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
002","19","3.526","47.4","15.8","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Literatura Hispanoamericana","Course Total","44","3.581","47.7","22.7","27.3","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Lit&Film in Spanish America","465
001","28","3.363","35.7","17.9","25.0","14.3","3.6",".",".","3.6",".",".",".",".",".",".",".","."
"Topics in Hispanic Culture","468
001","29","3.669","51.7","31.0","17.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr:Hispanic Lit/Cultr/Ling","470
001","14","3.214","50.0","14.3","14.3",".","14.3",".","7.1",".",".",".",".",".",".",".",".","."
