"EDU","","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","",""
"ART
168","Dept. Total","1671","3.672","62.1","20.8","11.0","2.9","1.2","0.2","0.4","0.9","0.1",".","",".","",".","0.1","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","105","3.512","48.6","20.0","16.2","11.4",".","1.0",".","1.0",".",".","",".","",".",".",".",".","1.9"
"Sophomore","","290","3.553","52.8","27.2","11.4","4.1","2.8",".","1.0",".","0.3",".","",".","",".",".","0.3",".","."
"Junior","","359","3.594","55.2","26.2","11.7","2.5","1.4","0.8","0.8","1.1",".",".","",".","",".","0.3",".",".","."
"Senior","","528","3.653","55.7","23.9","14.6","2.7","1.3",".",".","1.1","0.2",".","",".","",".",".","0.2","0.4","."
"Undergraduates","","1282","3.603","54.3","25.0","13.2","3.7","1.6","0.3","0.5","0.9","0.2",".","",".","",".","0.1","0.2","0.2","0.2"
"Special","","45","3.737","62.2","15.6","11.1","2.2",".",".",".","8.9",".",".","",".","",".",".",".",".","."
"Graduate","","344","3.938","91.3","5.8","2.6",".",".",".",".",".",".",".","",".","",".","0.3",".",".","."
"","Dept. Total","1671","3.672","62.1","20.8","11.0","2.9","1.2","0.2","0.4","0.9","0.1",".","",".","",".","0.1","0.1","0.1","0.1"
