"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"","232
002","","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
003","","13","3.577","46.2","30.8","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","232
004","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing I","Course Total","","44","3.625","50.0","29.5","15.9","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor I","242
001","","10","3.800","80.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
001","","9","3.188","22.2","22.2","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".","11.1","."
"","244
002","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Art Metal I","Course Total","","19","3.500","42.1","26.3","15.8","5.3","5.3",".",".",".",".",".",".",".",".",".","5.3","."
"","302
001","","8","3.188","12.5","50.0","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","302
002","","16","3.188","12.5","50.0","31.3",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Color","Course Total","","24","3.188","12.5","50.0","25.0","4.2","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"Relief Printmaking","306
001","","12","3.667","58.3","33.3",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","312
001","","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
002","","9","3.333","55.6","22.2","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"Intermediate Drawing I","Course Total","","18","3.472","44.4","38.9","11.1",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Sculpture II","314
001","","7","3.286","42.9","28.6",".",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"Lithography","316
001","","9","3.875","77.8",".","11.1",".",".",".",".",".",".",".",".",".",".","11.1",".","."
"Nonstatic Forms","318
001","","6","3.750","83.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","12","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","14","3.571","50.0","28.6","14.3",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","Course Total","","26","3.596","38.5","50.0","7.7",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Etching","326
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","328
001","","13","3.654","61.5","15.4","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","328
002","","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer in the Visual Arts","Course Total","","25","3.760","72.0","12.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","332
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Life Drawing II","Course Total","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Working","334
001","","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor II","342
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Art Metal II","344
001","","9","3.111","55.6","11.1",".","11.1","11.1",".","11.1",".",".",".",".",".",".",".",".","."
"","346
001","","15","3.393","33.3","26.7","20.0","6.7","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"","346
002","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Typography & Communicatn","Course Total","","26","3.640","57.7","19.2","11.5","3.8","3.8",".",".",".",".",".",".",".","3.8",".",".","."
"Glassworking","354
001","","16","3.185",".","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","356
001","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","356
002","","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Print Production Techniques","Course Total","","25","3.780","60.0","36.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","366
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","Page 68 of 406"
