"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
012","17","3.294","23.5","35.3","17.6","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
013","15","3.300","20.0","33.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
014","18","3.389","33.3","27.8","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
015","17","3.353","23.5","41.2","17.6","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
016","16","3.344","37.5","18.8","31.3",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","344
017","12","3.375","33.3","25.0","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","344
018","17","3.265","17.6","35.3","35.3","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
019","13","3.308","23.1","38.5","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
020","15","3.300","26.7","6.7","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","344
021","14","3.321","21.4","35.7","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
022","13","3.385","30.8","38.5","7.7","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
023","13","3.115","23.1","30.8","23.1","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"","344
024","10","3.200","20.0","20.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
025","11","3.318","27.3","27.3","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","369","3.314","26.6","30.4","27.4","12.5","2.7","0.3","0.3",".",".",".",".",".",".",".",".","."
"","345
001","188","2.766","31.9",".","30.3",".","27.1","3.7","6.9",".",".",".",".",".",".",".",".","."
"","345
002","178","2.548","19.7","6.2","27.0","7.9","20.8","12.4","6.2",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","366","2.660","26.0","3.0","28.7","3.8","24.0","7.9","6.6",".",".",".",".",".",".",".",".","."
"","346
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
003","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
004","7","3.077","42.9","28.6","14.3",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","15","3.250","33.3","33.3","26.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","30","2.983","16.7","23.3","30.0","13.3","6.7","3.3","3.3","3.3",".",".",".",".",".",".",".","."
"Chemical Instrumentation","524
001","16","3.500","50.0","18.8","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","29","2.679","13.8","20.7","17.2","20.7","13.8",".","10.3","3.4",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","63","2.810","22.2","4.8","34.9","4.8","27.0","4.8","1.6",".",".",".",".",".",".",".",".","."
"","563
001","16","3.188","25.0","31.3","25.0","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","563
003","17","3.294","29.4","41.2","17.6","5.9",".",".","5.9",".",".",".",".",".",".",".",".","."
"","563
004","14","3.536","35.7","35.7","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
006","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","563
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","57","3.267","31.6","36.8","21.1","3.5","1.8","1.8","3.5",".",".",".",".",".",".",".",".","."
"","564
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","7","3.286","42.9","14.3","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry","565
001","91","3.203","40.7","2.2","35.2","9.9","8.8","2.2","1.1",".",".",".",".",".",".",".",".","."
"","567
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","567
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","10","3.050","20.0","30.0","40.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Symmtry/Bondng/Molec Shapes","608
001","21","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
