"","990
020","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
021","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
023","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","54","",".",".",".",".",".",".",".","96.3",".",".",".","3.7","",".",".",".","."
"M M & I
620","Dept. Total","696","3.505","44.8","20.4","18.4","4.0","3.0","0.1","0.3","8.5","0.1",".",".","0.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","16","3.625","68.8","6.3","12.5","12.5",".",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","129","3.340","41.9","17.8","26.4","4.7","7.8","0.8","0.8",".",".",".",".",".","",".",".",".","."
"Senior","","240","3.533","54.6","13.3","22.1","4.6","3.3",".","0.4","1.7",".",".",".",".","",".",".",".","."
"Undergraduates","","385","3.470","50.9","14.5","23.1","4.9","4.7","0.3","0.5","1.0",".",".",".",".","",".",".",".","."
"Special","","7","3.214","14.3","14.3","71.4",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","127","3.772","46.5","3.1","4.7","0.8","0.8",".",".","41.7","0.8",".",".","1.6","",".",".",".","."
"Prof Yr 1","","5","3.400","60.0",".","20.0",".","20.0",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 2","","164","3.518","30.5","48.8","15.2","4.9","0.6",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","6","3.500","33.3","16.7","33.3",".",".",".",".","16.7",".",".",".",".","",".",".",".","."
"Prof Yr 4","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".","",".",".",".","."
"Professionals","","177","3.517","31.6","45.8","15.8","4.5","1.1",".",".","1.1",".",".",".",".","",".",".",".","."
"","Dept. Total","696","3.505","44.8","20.4","18.4","4.0","3.0","0.1","0.3","8.5","0.1",".",".","0.3","",".",".",".","."
