"NUTRITIONAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"132","001","","463","2.776","14.7","14.7","23.3","15.8","27.2","3.0","1.1",".",".",".",".",".",".","0.2",".","."
"132","002","","485","2.681","14.6","11.5","19.6","16.7","32.4","3.9","1.2",".",".",".",".",".",".",".",".","."
"132","003","","212","2.703","12.7","14.6","18.9","14.2","28.8","3.3","1.9","5.2","0.5",".",".",".",".",".",".","."
"Nutrition Today","Course Total","","1160","2.723","14.3","13.4","20.9","15.9","29.7","3.4","1.3","0.9","0.1",".",".",".",".","0.1",".","."
"200
Prof-Dietetics & Nutrition","001","","139","",".",".",".",".",".",".",".",".",".","98.6","0.7",".",".",".",".","0.7"
"299","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"332
Human Nutritional Needs","001","","79","2.867","19.0","20.3","19.0","16.5","17.7","6.3","1.3",".",".",".",".",".",".",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","69","3.043","20.3","24.6","21.7","18.8","11.6","1.4","1.4",".",".",".",".",".",".",".",".","."
"520
Applications-Clin Nutrition","001","","18","3.806","61.1","38.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"600
Intro Seminar in Nutrition","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"623
Adv Nutrition: Minerals","001","","20","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"631
Clinical Nutrition","001","","63","3.016","22.2","22.2","25.4","9.5","12.7","4.8","1.6","1.6",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","4","***","","","","","","","","","","","","","","","",""
"799","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Nutri Sciences Tchg","Course Total","","2","***","","","","","","","","","","","","","","","",""
"931
Seminar-Nutrition","001","","29","4.000","6.9",".",".",".",".",".",".","93.1",".",".",".",".",".",".",".","."
"991","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","016","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"991","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","","33","",".",".",".",".",".",".",".","87.9",".",".",".","12.1",".",".",".","."
