"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","39","2.846","15.4","12.8","38.5","7.7","17.9","7.7",".",".",".",".",".",".",".",".",".","."
"","100
002","30","3.000","23.3","6.7","43.3",".","26.7",".",".",".",".",".",".",".",".",".",".","."
"","100
003","41","2.817","17.1","4.9","46.3","2.4","22.0","7.3",".",".",".",".",".",".",".",".",".","."
"","100
004","38","3.039","21.1","7.9","47.4","5.3","18.4",".",".",".",".",".",".",".",".",".",".","."
"","100
005","41","2.951","19.5","2.4","53.7","2.4","19.5","2.4",".",".",".",".",".",".",".",".",".","."
"","006
100","44","2.872","15.9","4.5","52.3","2.3","18.2","2.3","2.3","2.3",".",".",".",".",".",".",".","."
"","007
100","45","3.122","44.4","2.2","31.1",".","13.3","6.7","2.2",".",".",".",".",".",".",".",".","."
"","100
008","42","3.083","26.2","7.1","42.9","4.8","19.0",".",".",".",".",".",".",".",".",".",".","."
"","100
009","39","2.833","15.4",".","61.5","2.6","10.3","10.3",".",".",".",".",".",".",".",".",".","."
"","100
010","42","2.726","11.9","4.8","47.6","11.9","11.9","11.9",".",".",".",".",".",".",".",".",".","."
"","100
011","36","2.972","19.4","5.6","50.0","5.6","16.7","2.8",".",".",".",".",".",".",".",".",".","."
"","100
012","42","3.238","40.5","9.5","33.3","4.8","7.1","2.4","2.4",".",".",".",".",".",".",".",".","."
"","100
013","24","2.479","8.3","4.2","37.5",".","41.7","4.2","4.2",".",".",".",".",".",".",".",".","."
"","100
014","44","3.023","27.3","6.8","45.5","2.3","11.4","4.5","2.3",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","547","2.943","22.5","5.7","45.2","3.8","17.2","4.6","0.9","0.2",".",".",".",".",".",".",".","."
"","211
001","50","3.122","30.0","8.0","40.0","4.0","12.0","4.0",".","2.0",".",".",".",".",".",".",".","."
"","211
002","46","2.967","23.9","8.7","37.0","2.2","26.1","2.2",".",".",".",".",".",".",".",".",".","."
"","211
003","45","3.333","31.1","15.6","46.7","2.2","4.4",".",".",".",".",".",".",".",".",".",".","."
"","211
004","50","3.080","22.0","14.0","46.0","2.0","14.0",".","2.0",".",".",".",".",".",".",".",".","."
"","211
005","51","3.167","35.3","3.9","39.2","2.0","19.6",".",".",".",".",".",".",".",".",".",".","."
"","211
006","48","3.042","27.1","4.2","45.8",".","20.8","2.1",".",".",".",".",".",".",".",".",".","."
"","211
007","46","3.011","21.7","6.5","52.2","4.3","8.7","6.5",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","336","3.103","27.4","8.6","43.8","2.4","15.2","2.1","0.3","0.3",".",".",".",".",".",".",".","."
"","300
001","45","3.044","20.0","28.9","20.0","15.6","8.9","6.7",".",".",".",".",".",".",".",".",".","."
"","300
002","44","3.024","6.8","27.3","31.8","22.7","6.8",".",".","4.5",".",".",".",".",".",".",".","."
"","300
003","45","2.922","15.6","20.0","24.4","31.1","2.2","4.4","2.2",".",".",".",".",".",".",".",".","."
"","300
004","43","3.128","23.3","20.9","30.2","18.6","4.7",".","2.3",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","177","3.029","16.4","24.3","26.6","22.0","5.6","2.8","1.1","1.1",".",".",".",".",".",".",".","."
"","301
001","48","3.250","33.3","29.2","18.8","8.3","6.3",".","4.2",".",".",".",".",".",".",".",".","."
"","002
301","49","3.198","16.3","40.8","22.4","6.1","10.2","2.0",".","2.0",".",".",".",".",".",".",".","."
"","301
003","41","3.256","29.3","26.8","17.1","19.5","7.3",".",".",".",".",".",".",".",".",".",".","."
"","301
004","48","3.208","29.2","25.0","22.9","8.3","12.5","2.1",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","186","3.227","26.9","30.6","20.4","10.2","9.1","1.1","1.1","0.5",".",".",".",".",".",".",".","."
"","302
001","19","3.211","36.8","26.3","10.5","5.3","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","302
002","34","3.235","32.4","23.5","29.4",".","8.8","5.9",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","53","3.226","34.0","24.5","22.6","1.9","11.3","5.7",".",".",".",".",".",".",".",".",".","."
"","310
001","38","3.592","50.0","23.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","310
002","26","3.654","50.0","30.8","19.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","64","3.617","50.0","26.6","20.3","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","313
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","38","3.000","28.9","23.7","18.4","7.9","7.9","2.6","7.9","2.6",".",".",".",".",".",".",".","."
"","340
001","38","3.158","21.1","28.9","23.7","13.2","13.2",".",".",".",".",".",".",".",".",".",".","."
"","340
002","36","3.333","27.8","30.6","25.0","13.9","2.8",".",".",".",".",".",".",".",".",".",".","."
"","340
003","36","3.194","16.7","25.0","41.7","13.9","2.8",".",".",".",".",".",".",".",".",".",".","."
"","340
004","34","3.162","23.5","20.6","29.4","17.6","8.8",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 50 of 406"
