"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2409","3.343","29.4","13.9","15.4","","3.7 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.792","69.4","25.0","2.8",".","2.8",".","",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","22","3.808","59.1","27.3","9.1",".",".",".","",".",".","",".",".",".",".","4.5",".",".","."
"Junior","","23","3.522","56.5","13.0","13.0",".","8.7",".","",".",".","",".",".",".",".",".","8.7",".","."
"Senior","","28","3.467","50.0","14.3","17.9","10.7","3.6",".","",".",".","",".",".",".",".",".",".","3.6","."
"Undergraduates","","109","3.593","59.6","20.2","10.1","2.8","3.7",".","",".",".","",".",".",".",".","0.9","1.8","0.9","."
"Special","","19","3.538","26.3","5.3",".","5.3",".",".","",".","63.2","",".",".",".",".",".",".",".","."
"Graduate","","96","3.900","33.3","1.0","2.1",".",".",".","",".","61.5","",".",".",".","2.1",".",".",".","."
"Prof Yr 1","","466","3.193","31.1","17.4","21.7","8.2","7.9","2.6","",".","11.2","",".",".",".",".",".",".",".","."
"Prof Yr 2","","545","3.382","21.3","30.3","26.2","4.4","1.5","0.2","",".","15.6","",".",".",".","0.6",".",".",".","."
"Prof Yr 3","","591","3.190","17.4","11.0","19.1","4.1","4.1",".","",".","43.8","",".",".",".","0.2","0.3",".",".","."
"Prof Yr 4","","724","3.986","33.6",".",".",".",".","0.1","",".","66.3","",".",".",".",".",".",".",".","."
"Professionals","","2326","3.323","26.1","13.4","15.3","3.7","3.0","0.6","",".","37.7","",".",".",".","0.2","0.1",".",".","."
"","College Total","2550","3.343","27.8","13.1","14.5","3.5","2.9","0.5","",".","37.1","",".",".",".","0.2","0.1","0.1","0.0","."
