"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","19","3.711","63.2","26.3","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","002","","18","3.528","55.6","16.7","5.6","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"100","003","","19","3.684","52.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","004","","19","3.158","15.8","10.5","63.2","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","005","","17","3.647","52.9","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","006","","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","007","","19","3.605","73.7","5.3","15.8",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"100","008","","18","3.139","16.7","33.3","38.9","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"100","009","","14","3.286","35.7","35.7","14.3","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"100","010","","20","3.575","35.0","45.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","011","","19","3.395","15.8","47.4","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","012","","19","3.289","15.8","31.6","47.4","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","013","","19","3.737","63.2","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","18","3.583","61.1","22.2",".","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"100","015","","19","3.737","63.2","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","016","","16","3.594","56.3","18.8","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"100","017","","19","2.974","31.6","21.1","15.8","15.8","5.3",".","10.5",".",".",".",".",".",".",".",".","."
"100","018","","19","3.526","31.6","42.1","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","19","3.526","21.1","63.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","19","3.316","31.6","21.1","31.6","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","021","","19","3.500","36.8","31.6","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","022","","19","3.500","52.6","31.6","5.3","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"100","023","","19","3.421","42.1","42.1","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"100","024","","18","3.389","27.8","38.9","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","18","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","026","","19","3.868","84.2","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","027","","18","3.765","61.1","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".","5.6","."
"100","028","","18","3.528","38.9","44.4","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"100","029","","19","3.526","36.8","42.1","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","030","","18","3.500","38.9","33.3","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"100","031","","17","3.647","41.2","47.1","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","032","","19","3.711","42.1","57.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","033","","17","3.265","5.9","47.1","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"100","034","","19","3.605","36.8","47.4","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","035","","19","3.526","57.9","26.3","5.3","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"100","037","","19","3.316","26.3","26.3","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"100","038","","19","3.447","36.8","47.4","10.5",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"100","039","","18","3.750","61.1","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","040","","18","3.706","61.1","22.2","5.6",".","5.6",".",".",".",".",".",".",".",".","5.6",".","."
"100","042","","20","3.400","35.0","30.0","20.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"100","044","","17","3.588","41.2","35.3","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","20","3.737","50.0","40.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"100","046","","19","3.553","15.8","78.9","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","047","","18","3.333","27.8","44.4","22.2",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"100","048","","17","3.588","41.2","35.3","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","051","","16","3.344","25.0","25.0","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 198 of 406",""
