"EDU","","","","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDUC Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","",""
"RP & SE
Dept. Total
194","664","3.868","76.8","14.2","3.0","0.9","0.8","0.2","",".","3.8","",".",".","",".","0.5","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","35","3.757","71.4","20.0","2.9",".","5.7",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","101","3.797","75.2","16.8","3.0","4.0",".","1.0","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","109","3.773","64.2","26.6","8.3",".","0.9",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","199","3.926","87.4","9.0","2.0","1.0","0.5",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","444","3.853","77.7","16.0","3.8","1.4","0.9","0.2","",".",".","",".",".","",".",".","",".",".",".","."
"Special","7","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","213","3.903","74.2","10.8","1.4",".","0.5",".","",".","11.7","",".",".","",".","1.4","",".",".",".","."
"Dept. Total","664","3.868","76.8","14.2","3.0","0.9","0.8","0.2","",".","3.8","",".",".","",".","0.5","",".",".",".","."
