"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Lt Tran:Dante-Divine Comedy","253","001","20","3.100","15.0","25.0","40.0","15.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"Sociol&Intel Hist 400-1200","317","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Old English","320","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Middle English","321","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ancient & Medieval Science","322","001","9","3.278","44.4","33.3","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Bible in the Middle Ages","368","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"The Vikings","430","001","45","2.849","2.2","17.8","42.2","20.0","11.1","2.2",".",".",".",".",".",".",".","4.4",".","."
"Dante's Divina Commedia","659","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","91","2.990","14.3","22.0","36.3","14.3","6.6","3.3","1.1",".",".",".",".",".",".","2.2",".","."
