"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"990","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Research","Course Total","","65","3.429","10.8",".",".",".",".",".",".","78.5",".",".",".",".","4.6",".","1.5","3.1"
"991","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","044","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"991","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","067","","35","3.323","40.0","37.1","14.3","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"991","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Reading","Course Total","","52","3.371","32.7","25.0","9.6","1.9","1.9",".",".","21.2",".",".",".",".","3.8",".",".","."
