"","990
035","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","38","",".",".",".",".",".",".",".","65.8","",".",".",".","23.7","",".",".","10.5","."
"FOOD SCI
390","Dept. Total","675","3.224","31.3","13.6","18.7","4.6","7.1","1.2","0.6","8.1","",".","12.7",".","1.3","",".",".","0.6","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","2.980","21.4","2.4","19.0","4.8","4.8","4.8","2.4",".","",".","38.1",".",".","",".",".",".","2.4"
"Sophomore","","93","3.233","31.2","9.7","28.0","3.2","7.5",".",".",".","",".","20.4",".",".","",".",".",".","."
"Junior","","165","3.260","39.4","18.2","17.6","4.2","9.1","1.2","0.6",".","",".","9.7",".",".","",".",".",".","."
"Senior","","259","3.161","31.7","15.8","21.2","6.9","8.5","1.5","0.8",".","",".","13.5",".",".","",".",".",".","."
"Undergraduates","","559","3.192","33.1","14.5","21.1","5.4","8.2","1.4","0.7",".","",".","15.4",".",".","",".",".",".","0.2"
"Special","","4","3.500","25.0","25.0","25.0",".",".",".",".","25.0","",".",".",".",".","",".",".",".","."
"Graduate","","112","3.608","22.3","8.9","6.3","0.9","1.8",".",".","48.2","",".",".",".","8.0","",".",".","3.6","."
"","Dept. Total","675","3.224","31.3","13.6","18.7","4.6","7.1","1.2","0.6","8.1","",".","12.7",".","1.3","",".",".","0.6","0.1"
