"","692
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","692
002","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Senior Thesis","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"Directed Study","699
003","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LEGAL ST
535","Dept. Total","199","3.497","41.2","29.6","17.6","6.5","3.0","0.5","",".","1.0","",".",".","",".","",".","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.583","33.3","50.0","16.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","69","3.579","50.7","26.1","15.9","4.3","1.4","1.4","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","28","3.449","32.1","28.6","35.7","3.6",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","96","3.442","37.5","31.3","13.5","9.4","5.2",".","",".","2.1","",".",".","",".","",".","",".","1.0",".","."
"Undergraduates","","199","3.497","41.2","29.6","17.6","6.5","3.0","0.5","",".","1.0","",".",".","",".","",".","",".","0.5",".","."
"","Dept. Total","199","3.497","41.2","29.6","17.6","6.5","3.0","0.5","",".","1.0","",".",".","",".","",".","",".","0.5",".","."
