"Foundations of US Air Force I","101
001","","13","3.462","30.8","38.5","23.1","7.7","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Evolution of US Air & Space I","201
001","","14","3.893","78.6","21.4",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Studies I","303
001","","9","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"National Security Affairs","401
001","","9","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","45","3.895","73.3","17.8","6.7","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","2","3.250","50.0",".",".","50.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","18","3.825","66.7","27.8","5.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.895","66.7","22.2","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","16","3.963","87.5","6.3","6.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","45","3.895","73.3","17.8","6.7","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","45","3.895","73.3","17.8","6.7","2.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
