"684
N E","","","","","","","","","","","","","","","","","","","","",""
"","990
018","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
022","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","13","",".",".",".",".",".",".",".","100.0","",".",".",".",".","",".",".",".","."
"N E
684","Dept. Total","297","3.278","26.3","18.5","20.9","8.8","4.4","0.7","0.7","18.5","",".",".",".","1.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","11","3.045",".","18.2","72.7","9.1",".",".",".",".","",".",".",".",".","",".",".",".","."
"Junior","","18","2.861","11.1","16.7","38.9","11.1","16.7","5.6",".",".","",".",".",".",".","",".",".",".","."
"Senior","","115","3.074","20.9","26.1","26.1","14.8","8.7","0.9","1.7","0.9","",".",".",".",".","",".",".",".","."
"Undergraduates","","144","3.042","18.1","24.3","31.3","13.9","9.0","1.4","1.4","0.7","",".",".",".",".","",".",".",".","."
"Special","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","152","3.624","34.2","13.2","10.5","3.9",".",".",".","35.5","",".",".",".","2.6","",".",".",".","."
"","Dept. Total","297","3.278","26.3","18.5","20.9","8.8","4.4","0.7","0.7","18.5","",".",".",".","1.3","",".",".",".","."
