"TERM : 1072","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","143","3.586","58.0","19.6","8.4","6.3","3.5","",".","",".","4.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.750","57.1","42.9",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","17","3.402","35.3","29.4","17.6","11.8","5.9","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","20","3.417","50.0","25.0","10.0","5.0","10.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","64","3.637","67.2","10.9","10.9","6.3","1.6","",".","",".","3.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","108","3.560","58.3","18.5","11.1","6.5","3.7","",".","",".","1.9","",".",".","",".","",".","",".",".",".","."
"Special","","5","3.400","40.0","40.0",".",".","20.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","30","3.736","60.0","20.0",".","6.7",".","",".","",".","13.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","143","3.586","58.0","19.6","8.4","6.3","3.5","",".","",".","4.2","",".",".","",".","",".","",".",".",".","."
