"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2696","3.430","40.5","21.1","22.7","","7.3 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Sophomore","","5","3.654","60.0","20.0","20.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","135","3.277","43.7","16.3","28.1","2.2","3.7","2.2","3.7",".",".",".","",".",".",".",".",".","."
"Senior","","191","3.426","48.2","14.7","24.1","5.8","6.3","1.0",".",".",".",".","",".",".",".",".",".","."
"Undergraduates","","331","3.364","46.5","15.4","25.7","4.2","5.1","1.5","1.5",".",".",".","",".",".",".",".",".","."
"Special","","9","3.625","55.6",".","33.3",".",".",".",".","11.1",".",".","",".",".",".",".",".","."
"Graduate","","195","3.821","54.4","9.7","1.5","0.5",".",".",".","30.3","0.5",".","",".",".","0.5",".","2.6","."
"Prof Yr 1","","535","3.087","40.9","16.1","22.8","9.2","8.0","0.9","0.2",".",".",".","",".","1.7",".",".","0.2","."
"Prof Yr 2","","757","3.225","39.9","16.1","26.3","9.9","6.5","1.2",".",".",".",".","",".",".","0.1",".",".","."
"Prof Yr 3","","973","3.457","46.4","26.2","19.7","5.4","1.6","0.1",".","0.4",".",".","",".",".",".",".","0.1","."
"Prof Yr 4","","274","3.813","77.4","13.1","6.6","1.8","0.4","0.7",".",".",".",".","",".",".",".",".",".","."
"Professionals","","2539","3.427","46.6","19.7","20.9","7.2","4.3","0.7","0.0","0.2",".",".","",".","0.4","0.0",".","0.1","."
"","College Total","3074","3.430","47.1","18.5","20.2","6.4","4.1","0.7","0.2","2.1","0.0",".","",".","0.3","0.1",".","0.2","."
