"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","20","2.075","5.0","10.0","20.0","5.0","35.0","10.0","15.0",".",".",".",".",".",".",".",".","."
"","002
112","21","1.929","14.3","4.8","9.5",".","42.9","4.8","23.8",".",".",".",".",".",".",".",".","."
"","112
003","35","2.771","20.0","8.6","31.4","2.9","31.4","2.9","2.9",".",".",".",".",".",".",".",".","."
"","112
004","24","2.688","16.7","12.5","29.2","8.3","20.8","8.3","4.2",".",".",".",".",".",".",".",".","."
"","112
005","26","2.846","30.8","11.5","23.1","3.8","15.4","11.5","3.8",".",".",".",".",".",".",".",".","."
"","006
112","26","2.981","23.1","7.7","42.3","3.8","19.2","3.8",".",".",".",".",".",".",".",".",".","."
"","112
007","24","2.646","16.7","4.2","41.7","8.3","16.7","4.2","8.3",".",".",".",".",".",".",".",".","."
"","112
008","20","2.425","10.0","15.0","25.0",".","35.0","5.0","10.0",".",".",".",".",".",".",".",".","."
"","112
009","23","2.196","4.3","4.3","17.4","8.7","56.5",".","8.7",".",".",".",".",".",".",".",".","."
"","112
010","22","2.614","13.6","4.5","31.8","9.1","36.4",".","4.5",".",".",".",".",".",".",".",".","."
"","112
011","24","2.917","29.2","8.3","33.3",".","20.8","4.2","4.2",".",".",".",".",".",".",".",".","."
"","112
012","25","2.660","8.0","8.0","44.0","4.0","32.0",".","4.0",".",".",".",".",".",".",".",".","."
"","112
013","23","2.935","26.1","4.3","34.8",".","34.8",".",".",".",".",".",".",".",".",".",".","."
"","112
014","22","2.091","18.2","4.5","9.1","4.5","31.8","18.2","13.6",".",".",".",".",".",".",".",".","."
"","112
015","20","2.475","15.0","5.0","30.0","10.0","20.0","15.0","5.0",".",".",".",".",".",".",".",".","."
"","112
016","23","2.870","26.1","13.0","21.7","4.3","30.4",".","4.3",".",".",".",".",".",".",".",".","."
"","112
017","24","2.729","8.3","8.3","41.7","12.5","25.0","4.2",".",".",".",".",".",".",".",".",".","."
"","112
018","24","2.792","16.7","8.3","33.3","16.7","20.8",".","4.2",".",".",".",".",".",".",".",".","."
"","019
112","24","2.458","12.5","8.3","25.0","8.3","33.3","4.2","8.3",".",".",".",".",".",".",".",".","."
"","112
020","18","2.528","16.7",".","38.9","5.6","27.8",".","11.1",".",".",".",".",".",".",".",".","."
"","112
021","19","2.711","21.1","10.5","21.1","5.3","36.8",".","5.3",".",".",".",".",".",".",".",".","."
"","022
112","22","2.523","4.5","9.1","36.4","13.6","27.3","4.5","4.5",".",".",".",".",".",".",".",".","."
"","112
023","17","2.118","11.8","17.6",".","5.9","35.3","17.6","11.8",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","526","2.587","16.3","8.2","28.5","6.1","29.5","4.9","6.5",".",".",".",".",".",".",".",".","."
"","113
001","15","2.933","20.0","33.3",".","20.0","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","113
004","19","2.711","26.3","5.3","26.3","21.1",".","15.8","5.3",".",".",".",".",".",".",".",".","."
"","113
006","16","3.438","37.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","113
007","27","2.704","29.6","3.7","25.9","11.1","7.4","18.5","3.7",".",".",".",".",".",".",".",".","."
"","113
010","17","2.559",".","35.3","17.6","17.6","11.8","11.8","5.9",".",".",".",".",".",".",".",".","."
"","113
013","19","2.368","10.5","10.5","36.8","10.5",".","21.1","10.5",".",".",".",".",".",".",".",".","."
"","113
016","16","2.938","25.0","18.8","18.8","18.8","12.5",".","6.3",".",".",".",".",".",".",".",".","."
"","018
113","9","3.167","33.3","22.2","11.1","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"","113
019","18","2.556","16.7","5.6","27.8","16.7","11.1","22.2",".",".",".",".",".",".",".",".",".","."
"","113
021","16","2.969","31.3","6.3","31.3",".","25.0","6.3",".",".",".",".",".",".",".",".",".","."
"","113
023","15","3.500","26.7","46.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","113
024","14","3.107","35.7","14.3","14.3","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","113
026","10","2.700","30.0","10.0","10.0","10.0","30.0",".","10.0",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","211","2.863","24.2","17.1","22.3","13.3","10.0","10.0","3.3",".",".",".",".",".",".",".",".","."
"","114
001","121","2.425","10.7","9.9","19.0","19.8","22.3","11.6","5.8",".",".",".",".",".",".",".",".","0.8"
"","114
002","120","2.718","23.3","10.0","25.8","2.5","24.2","9.2","4.2","0.8",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","Course Total","241","2.571","17.0","10.0","22.4","11.2","23.2","10.4","5.0","0.4",".",".",".",".",".",".",".","0.4"
"","130
001","27","2.926","18.5","18.5","37.0","3.7","14.8","3.7","3.7",".",".",".",".",".",".",".",".","."
"","130
002","19","3.158","26.3","21.1","26.3","10.5","15.8",".",".",".",".",".",".",".",".",".",".","."
"","130
003","27","3.167","18.5","37.0","22.2","11.1","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"","130
004","24","2.938","25.0","8.3","29.2","12.5","20.8","4.2",".",".",".",".",".",".",".",".",".","."
