"TERM : 1072","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"HEBREW (HEBREW AND SEMITI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"440
HEBR ST","","","","","","","","","","","","","","","","","","","","","",""
"HEBR ST
Dept. Total
440","287","3.609","51.2","28.9","11.5","3.1","2.1","0.3","0.7","1.7","",".",".","",".","",".","",".",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"440
HEBR ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","74","3.621","54.1","24.3","16.2","4.1",".","1.4",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","78","3.557","50.0","30.8","14.1","1.3","1.3",".","2.6",".","",".",".","",".","",".","",".",".",".","."
"Junior","49","3.559","51.0","26.5","8.2","6.1","8.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","36","3.746","61.1","25.0","13.9",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","237","3.604","53.2","27.0","13.5","3.0","2.1","0.4","0.8",".","",".",".","",".","",".","",".",".",".","."
"Special","13","3.547","30.8","46.2",".",".","7.7",".",".","7.7","",".",".","",".","",".","",".",".","7.7","."
"Graduate","37","3.670","45.9","35.1","2.7","5.4",".",".",".","10.8","",".",".","",".","",".","",".",".",".","."
"Dept. Total","287","3.609","51.2","28.9","11.5","3.1","2.1","0.3","0.7","1.7","",".",".","",".","",".","",".",".","0.3","."
