"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"702
Grad Cooperative Educ Program","001","","17","",".",".",".",".",".",".",".",".",".","94.1",".",".",".",".",".","."
"713","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"713","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Electrmgntc Dsgn-AC Machins","Course Total","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"714","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"714","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"714","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Utilty Appl-Powr Electroncs","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"717
Linear Systems","001","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"723
On-Line Control-Power Sys","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"725
Plasma Kinetic&Radiatn Proc","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"730
Probability&Stochastic Proc","001","","17","3.500","41.2","29.4","17.6","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"732
Adv Digital Signal Procesng","001","","15","3.200","33.3","26.7","26.7",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"735
Signl Synthesis&Recvry Tech","001","","6","3.400","50.0",".","16.7",".","16.7",".",".","16.7",".",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","15","3.571","33.3","40.0","20.0",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"745
Solid State Electronics","001","","18","3.824","66.7","22.2","5.6",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"748
Linear Waves","001","","20","3.974","90.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","5.0"
"751
Algorithmic Logic Design","001","","24","3.479","41.7","29.2","16.7","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","11","3.550","27.3","54.5",".","9.1",".",".",".","9.1",".",".",".",".",".",".",".","."
"756
Computer-Aided Desgn-VLSI","001","","10","3.944","80.0","10.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 113 of 406",""
