"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","93404","3.218","34.4","20.8","21.0","","7.6 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","17799","3.115","28.8","21.8","23.5","8.5","10.1","2.8","1.7","0.0",".","2.5","0.1",".","0.1","0.0","0.0","0.1"
"Sophomore","","22075","3.126","28.6","22.1","24.4","9.7","10.3","2.6","1.3","0.1","0.0","0.7","0.0",".","0.0","0.0","0.0","0.0"
"Junior","","20684","3.180","32.0","22.1","23.7","8.5","8.6","2.3","1.7","0.4","0.0","0.4",".","0.0","0.0","0.1","0.0","0.0"
"Senior","","21277","3.266","38.0","21.1","20.4","7.4","7.3","1.9","1.5","1.5","0.0","0.5","0.0","0.1","0.1","0.1","0.0","0.0"
"Undergraduates","","81835","3.171","31.9","21.8","23.0","8.6","9.1","2.4","1.6","0.5","0.0","1.0","0.0","0.0","0.0","0.1","0.0","0.0"
"Special","","1262","3.402","35.0","12.9","13.4","3.1","4.2","1.1","1.0","20.5","0.1","3.8","0.2",".","0.6","1.0","2.8","0.4"
"Graduate","","10316","3.772","54.1","13.9","6.3","0.9","0.3","0.0","0.1","18.7","0.1","2.6","0.0","1.7","0.6","0.1","0.3","0.1"
"Prof Yr 1","","77","3.730","80.5","10.4","6.5",".",".",".","1.3","1.3",".",".",".",".",".",".",".","."
"Prof Yr 2","","45","3.864","77.8","15.6","4.4",".",".",".",".","2.2",".",".",".",".",".",".",".","."
"Prof Yr 3","","101","3.706","60.4","18.8","12.9","1.0",".",".",".","5.0",".",".",".",".","1.0",".","1.0","."
"Prof Yr 4","","3","3.650","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","226","3.742","70.4","15.5","9.3","0.4",".",".","0.4","3.1",".",".",".",".","0.4",".","0.4","."
"","College Total","93639","3.218","34.5","20.8","21.0","7.6","8.0","2.1","1.4","2.8","0.0","1.2","0.0","0.2","0.1","0.1","0.1","0.0"
