"942
THEATRE","","","","","","","","","","","","","","","","","","","","",""
"","990
026","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
032","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","16","",".",".",".",".",".",".",".","81.3","",".",".",".","18.8","",".",".",".","."
"THEATRE
942","Dept. Total","1122","3.616","57.9","22.8","9.5","3.6","2.3","0.4","0.7","1.7","",".","0.4",".","0.3","",".","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","98","3.676","64.3","19.4","9.2","4.1","3.1",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","322","3.619","54.7","28.6","10.6","2.2","2.8","0.6","0.3",".","",".",".",".",".","",".","0.3",".","."
"Junior","","224","3.556","55.4","22.8","13.8","4.0","2.2","0.9","0.9",".","",".",".",".",".","",".",".",".","."
"Senior","","275","3.516","55.3","23.6","9.5","5.8","2.5","0.4","1.5","1.1","",".",".",".",".","",".",".",".","0.4"
"Undergraduates","","919","3.581","56.0","24.7","10.9","3.9","2.6","0.5","0.8","0.3","",".",".",".",".","",".","0.1",".","0.1"
"Special","","12","3.143","25.0","16.7","8.3",".",".",".","8.3","25.0","",".",".",".",".","",".",".","16.7","."
"Graduate","","191","3.812","69.1","14.1","3.1","2.1","1.0",".",".","6.8","",".","2.1",".","1.6","",".",".",".","."
"","Dept. Total","1122","3.616","57.9","22.8","9.5","3.6","2.3","0.4","0.7","1.7","",".","0.4",".","0.3","",".","0.1","0.2","0.1"
