"Foundations of Educ for Work","660
001","","7","3.325","57.1",".","14.3","14.3","14.3",".",".",".","",".","",".",".","",".","",".","",".",".","."
"","699
004","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
064","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","",""
"INTER-HE
498","Dept. Total","","91","3.522","60.4","14.3","11.0","6.6","3.3","1.1","3.3","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","7","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","19","3.553","57.9","10.5","21.1","5.3","5.3",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","64","3.465","56.3","17.2","9.4","7.8","3.1","1.6","4.7","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","90","3.517","60.0","14.4","11.1","6.7","3.3","1.1","3.3","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","91","3.522","60.4","14.3","11.0","6.6","3.3","1.1","3.3","",".","",".",".","",".","",".","",".",".",".","."
