"","999
012","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
022","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
025","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","6","3.667","16.7","50.0",".",".",".",".",".",".",".",".","",".","16.7","16.7",".",".","."
"ED POL
310","Dept. Total","434","3.526","34.6","32.9","15.4","1.8","1.2","1.2","0.2","7.1","0.2","3.2","",".","0.5","1.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.768","57.9","36.8","5.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","11","3.100","27.3","9.1","36.4","9.1",".","9.1",".","9.1",".",".","",".",".",".",".",".","."
"Junior","","110","3.377","20.9","47.3","26.4","0.9","2.7","1.8",".",".",".",".","",".",".",".",".",".","."
"Senior","","135","3.407","28.9","40.0","23.0","3.7","1.5","1.5","0.7","0.7",".",".","",".",".",".",".",".","."
"Undergraduates","","275","3.408","27.6","41.5","23.6","2.5","1.8","1.8","0.4","0.7",".",".","",".",".",".",".",".","."
"Special","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","148","3.848","45.3","18.2",".","0.7",".",".",".","19.6","0.7","9.5","",".","1.4","4.7",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","434","3.526","34.6","32.9","15.4","1.8","1.2","1.2","0.2","7.1","0.2","3.2","",".","0.5","1.6",".",".","."
