"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","168
001","144","3.292","18.8","33.3","38.9","5.6","3.5",".",".",".",".",".",".",".",".",".",".","."
"","168
002","22","3.864","95.5",".",".",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"Intro to Modern Lit since 1900","Course Total","166","3.350","28.9","28.9","33.7","4.8","3.0","0.6",".",".",".",".",".",".",".",".",".","."
"Intro to Modern American Lit","169
001","239","3.370","23.0","42.3","26.4","5.9","1.3","0.8","0.4",".",".",".",".",".",".",".",".","."
"Literature, Gender & Sexuality","171
001","280","3.155","15.4","35.4","31.1","10.7","4.6","1.1","1.8",".",".",".",".",".",".",".",".","."
"Intro to Lit of Native America","172
001","139","3.374","40.3","28.1","15.1","7.9","5.8","1.4","1.4",".",".",".",".",".",".",".",".","."
"","181
001","14","3.393","21.4","42.9","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","181
003","15","3.567","46.7","33.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Honors Seminar","Course Total","29","3.483","34.5","37.9","17.2","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","15","3.633","73.3","20.0",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","201
002","18","3.722","83.3",".","11.1",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","201
003","18","3.472","55.6","11.1","22.2","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","201
004","17","4.000","94.1",".",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","005
201","19","3.711","73.7","10.5","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","201
006","18","4.000","94.4",".",".",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","201
007","17","3.647","58.8","29.4",".","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","008
201","12","3.909","83.3",".","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","201
009","18","3.750","61.1","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
011","16","3.719","56.3","31.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
012","14","3.607","78.6","7.1","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","201
013","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","220","3.756","73.6","14.1","6.8","1.4","0.9","0.9","0.9","0.9",".",".",".",".","0.5",".",".","."
"","203
001","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","17","3.529","29.4","47.1","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","16","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","19","3.553","21.1","68.4","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","16","3.594","31.3","56.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","18","3.556","27.8","55.6","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
007","16","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","119","3.643","40.3","47.9","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","215
001","156","2.726","8.3","11.5","39.7","13.5","20.5","3.2","2.6",".",".",".",".",".","0.6",".",".","."
"British&Anglo Lit 1750-Present","216
001","147","3.178","23.8","34.0","20.4","8.2","7.5","4.8","0.7","0.7",".",".",".",".",".",".",".","."
"American Literature","217
001","143","3.060","16.1","28.7","33.6","11.2","4.9","0.7","4.2","0.7",".",".",".",".",".",".",".","."
"Shakespearean Drama","219
001","139","2.812","10.8","7.9","55.4","6.5","11.5","2.9","4.3",".",".",".",".",".",".",".",".","0.7"
"Women in Ethnic Amer Lit","248
001","16","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Literature","250
001","20","3.211","40.0","20.0","20.0",".","5.0","5.0","5.0","5.0",".",".",".",".",".",".",".","."
"","300
001","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","16","3.563","43.8","25.0","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","45","3.722","57.8","28.9","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","13","3.769","84.6",".","7.7",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","003
301","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 200 of 406",""
