"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
011","24","3.457","45.8","12.5","25.0","8.3","4.2",".",".",".",".",".",".",".",".",".","4.2","."
"","203
012","22","2.545","4.5","13.6","45.5","13.6","4.5","9.1","9.1",".",".",".",".",".",".",".",".","."
"","203
013","23","2.630","4.3","17.4","30.4","21.7","17.4","4.3","4.3",".",".",".",".",".",".",".",".","."
"","203
014","24","3.271","16.7","33.3","41.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
015","22","2.455","4.5","9.1","31.8","9.1","31.8","13.6",".",".",".",".",".",".",".",".",".","."
"","203
016","24","3.188","25.0","29.2","33.3",".","4.2","8.3",".",".",".",".",".",".",".",".",".","."
"","203
017","24","3.063","16.7","12.5","50.0","8.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","203
018","22","2.795","9.1","13.6","40.9",".","36.4",".",".",".",".",".",".",".",".",".",".","."
"","203
019","20","3.075","15.0","35.0","20.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","203
020","23","3.370","43.5","21.7","21.7","8.7",".",".","4.3",".",".",".",".",".",".",".",".","."
"","203
021","23","3.022","13.0","13.0","47.8","17.4","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
022","21","3.225","23.8","19.0","38.1","4.8","9.5",".",".","4.8",".",".",".",".",".",".",".","."
"","203
023","22","3.182","18.2","9.1","63.6","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","203
024","24","3.250","12.5","33.3","45.8","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","203
025","23","3.152","21.7","17.4","43.5","4.3","13.0",".",".",".",".",".",".",".",".",".",".","."
"","203
026","22","2.773","4.5","13.6","50.0","13.6","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","027
203","21","3.025","4.8","23.8","52.4",".","14.3",".",".","4.8",".",".",".",".",".",".",".","."
"","203
028","22","3.405","22.7","40.9","22.7","9.1",".",".",".","4.5",".",".",".",".",".",".",".","."
"","203
029","23","3.283","26.1","21.7","39.1","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","644","3.130","20.5","23.0","35.9","8.1","9.2","1.6","0.9","0.8",".",".",".",".",".",".","0.2","."
"","204
001","23","3.065","30.4","21.7","21.7","8.7","8.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"","204
002","24","3.458","41.7","25.0","20.8","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
003","22","3.227","9.1","27.3","63.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","24","2.938","12.5","20.8","41.7","8.3","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"","204
005","16","2.750","18.8","6.3","37.5","6.3","18.8","12.5",".",".",".",".",".",".",".",".",".","."
"","204
006","24","3.063","29.2","12.5","29.2","8.3","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"","204
007","24","3.391","29.2","29.2","29.2","4.2","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"","204
008","20","3.275","30.0","30.0","30.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"","204
009","23","3.391","30.4","21.7","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","23","3.364","30.4","26.1","34.8",".",".","4.3",".","4.3",".",".",".",".",".",".",".","."
"","204
011","23","3.152","34.8","21.7","21.7",".","17.4",".","4.3",".",".",".",".",".",".",".",".","."
"","204
012","24","3.146","33.3","12.5","33.3",".","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"","204
013","20","3.075","20.0","15.0","35.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
014","23","3.239","21.7","30.4","34.8",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"","204
015","22","3.286","27.3","18.2","31.8","18.2",".",".",".",".",".",".",".",".","4.5",".",".","."
"","204
016","21","2.786","19.0","14.3","33.3",".","23.8","4.8","4.8",".",".",".",".",".",".",".",".","."
"","204
017","22","3.295","22.7","31.8","31.8","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","204
018","20","3.125","15.0","25.0","40.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
019","14","2.667",".","21.4","28.6","7.1","21.4","7.1",".","14.3",".",".",".",".",".",".",".","."
"","204
020","21","3.405","28.6","23.8","47.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
021","18","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
022","23","3.239","21.7","39.1","30.4",".","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","204
023","23","3.435","34.8","21.7","39.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
024","24","3.063","29.2","25.0","25.0","4.2","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","521","3.194","25.7","23.2","34.0","5.2","7.9","1.5","1.5","0.8",".",".",".",".","0.2",".",".","."
"","223
001","186","3.682","65.6","12.9","14.0","3.8","2.7",".",".","1.1",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 307 of 406",""
