"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"BIOSTATISTICS & MED INFORM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","",""
"Intro to Biostat Mthd-Pub Hlth","511
001","","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","541
001","","20","3.474","55.0","20.0","10.0",".","5.0",".","5.0",".",".",".",".",".",".",".","5.0","."
"","541
002","","20","3.450","30.0","30.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biostatistics","Course Total","","40","3.462","42.5","25.0","25.0",".","2.5",".","2.5",".",".",".",".",".",".",".","2.5","."
"Intro to Clinical Trials II","544
001","","13","3.577","53.8","15.4","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576
001","","7","3.500","28.6","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".","14.3","."
"Computn&Informatcs in Biol&Med","915
001","","8","3.875","37.5","12.5",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"B M I
210","Dept. Total","","83","3.554","45.8","24.1","19.3","1.2","1.2",".","1.2","4.8",".",".",".",".",".",".","2.4","."
