"Chaucer's Canterbury Tales","367
001","","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Bible in the Middle Ages","368
001","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"The Vikings","430
001","","45","2.849","2.2","17.8","42.2","20.0","11.1","2.2",".",".","",".","",".",".","",".","",".","","4.4",".","."
"Dante's Divina Commedia","659
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","91","2.990","14.3","22.0","36.3","14.3","6.6","3.3","1.1","",".","",".",".","",".","",".","",".","2.2",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","2.500",".",".",".","100.0",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","11","3.346","18.2","45.5","27.3","9.1",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","35","2.950","11.4","20.0","37.1","22.9","5.7","2.9",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","41","2.894","12.2","19.5","41.5","7.3","9.8","4.9","2.4","",".","",".",".","",".","",".","",".","2.4",".","."
"Undergraduates","","","88","2.971","12.5","22.7","37.5","14.8","6.8","3.4","1.1","",".","",".",".","",".","",".","",".","1.1",".","."
"Special","","","1","",".",".",".",".",".",".",".","",".","",".",".","",".","",".","",".","100.0",".","."
"Graduate","","","2","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","91","2.990","14.3","22.0","36.3","14.3","6.6","3.3","1.1","",".","",".",".","",".","",".","",".","2.2",".","."
