"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"940","014","","20","2.750","40.0","5.0","5.0",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"940","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"940","016","","11","2.773","45.5","9.1","18.2",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"940","017","","15","3.423","40.0","33.3","6.7",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"940","018","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"940","019","","39","3.859","82.1","7.7","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","020","","8","3.250","62.5",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","021","","12","1.620","16.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","022","","18","1.444","22.2",".","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"940","023","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"940","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"940","025","","11","3.182","72.7",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","026","","9","2.611","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","027","","12","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","","286","2.980","53.8","9.8","8.7","0.3","1.0","0.3",".","3.5",".",".",".",".","0.7",".",".","0.3"
"950","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"950","002","","9","3.875","33.3","11.1",".",".",".",".",".","55.6",".",".",".",".",".",".",".","."
"950","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","","17","3.917","29.4","5.9",".",".",".",".",".","64.7",".",".",".",".",".",".",".","."
"954
Corporate Finance Law","001","","20","3.893","55.0","15.0",".",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"980
African Law","001","","32","2.154","37.5","12.5","6.3",".","3.1",".",".","3.1",".",".",".",".",".",".",".","."
"981
Law & Modernization-Smr","001","","13","3.500","69.2","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"982
Latin Amer Legal Institutns","001","","21","2.953","57.1","4.8","9.5",".",".",".",".",".",".",".",".",".",".",".","4.8","."
"989
Environmental Law and Practice","001","","21","3.038","33.3","4.8","9.5",".","4.8",".",".","33.3",".",".",".",".",".",".","4.8","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","6","4.000","16.7",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","."
"990","036","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 330 of 406",""
