"","999
034","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
035","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
038","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Research","Course Total","13","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"L SC COM
120","Dept. Total","481","3.661","58.6","22.9","8.9","3.3","1.9","0.2","0.6","2.5","",".","0.8","",".","",".","",".",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","113","3.476","39.8","36.3","15.9","1.8","2.7","0.9","1.8",".","",".",".","",".","",".","",".",".",".","0.9"
"Sophomore","","37","3.619","48.6","32.4","13.5","5.4",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","87","3.609","60.9","19.5","6.9","8.0","4.6",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","177","3.754","68.4","19.8","7.9","2.8","1.1",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","414","3.636","57.2","25.4","10.4","3.9","2.2","0.2","0.5",".","",".",".","",".","",".","",".",".",".","0.2"
"Special","","5","3.143","80.0",".",".",".",".",".","20.0",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","62","3.944","66.1","8.1",".",".",".",".",".","19.4","",".","6.5","",".","",".","",".",".",".","."
"","Dept. Total","481","3.661","58.6","22.9","8.9","3.3","1.9","0.2","0.6","2.5","",".","0.8","",".","",".","",".",".",".","0.2"
