"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"","342
001","35","2.586","22.9","8.6","11.4","11.4","31.4","11.4","2.9",".",".",".",".",".",".",".",".","."
"","342
002","48","2.948","12.5","20.8","35.4","18.8","8.3","2.1","2.1",".",".",".",".",".",".",".",".","."
"Design of Machine Elements","Course Total","83","2.795","16.9","15.7","25.3","15.7","18.1","6.0","2.4",".",".",".",".",".",".",".",".","."
"","349
002","15","2.767",".","6.7","60.0","13.3","20.0",".",".",".",".",".",".",".",".",".",".","."
"","349
003","17","3.647","52.9","35.3","5.9",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","349
004","15","3.233","13.3","40.0","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","349
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","349
006","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","60","3.267","26.7","26.7","30.0","6.7","10.0",".",".",".",".",".",".",".",".",".",".","."
"","351
001","10","3.000",".","20.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","351
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I","Course Total","15","3.233","20.0","20.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Interdis Expr Dsgn Projects II","352
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","361
001","75","2.813","6.7","26.7","29.3","16.0","12.0","9.3",".",".",".",".",".",".",".",".",".","."
"","361
002","76","2.763","5.3","18.4","27.6","28.9","15.8","3.9",".",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","151","2.788","6.0","22.5","28.5","22.5","13.9","6.6",".",".",".",".",".",".",".",".",".","."
"","363
001","52","3.337","40.4","19.2","17.3","17.3","3.8","1.9",".",".",".",".",".",".",".",".",".","."
"","002
363","58","3.069","17.2","29.3","29.3","8.6","10.3","5.2",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","110","3.195","28.2","24.5","23.6","12.7","7.3","3.6",".",".",".",".",".",".",".",".",".","."
"","364
001","52","2.923","23.1","9.6","21.2","28.8","13.5","3.8",".",".",".",".",".",".",".",".",".","."
"","364
002","41","2.927","14.6","17.1","36.6","12.2","14.6","4.9",".",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","93","2.925","19.4","12.9","28.0","21.5","14.0","4.3",".",".",".",".",".",".",".",".",".","."
"Engr Measurements Lab","368
001","94","3.011","17.0","18.1","31.9","16.0","17.0",".",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","67","2.813","14.9","19.4","14.9","20.9","26.9","3.0",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","379
001","6","3.400","16.7","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"","417
001","19","2.921","21.1","21.1","21.1","15.8","10.5","10.5",".",".",".",".",".",".",".",".",".","."
"","417
002","8","2.500","12.5","12.5","25.0","12.5","12.5","25.0",".",".",".",".",".",".",".",".",".","."
"","417
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","28","2.821","17.9","21.4","21.4","14.3","10.7","14.3",".",".",".",".",".",".",".",".",".","."
"","418
001","40","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","418
002","54","3.833","74.1","18.5","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","418
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","96","3.844","76.0","16.7","7.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","419
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","419
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Injection Molding","Course Total","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stat Expermntl Design-Engrs","424
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Metal Cutting","429
001","22","3.409","45.5","13.6","22.7","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"","446
001","14","3.429","42.9","42.9",".",".","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"","446
002","8","3.500","50.0","25.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","446
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls","Course Total","23","3.478","47.8","34.8","4.3",".","8.7","4.3",".",".",".",".",".",".",".",".",".","."
