"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Soil Mechanics","330","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rock Mechanics","474","001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Geol Engr Design","478","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seepage and Slopes","530","002","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Applied Geophysics","594","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Fld Meth-Appl&Engr Geophysics","595","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Hydrogeology","627","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","699","057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Unsaturated Soil Geoengr","732","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","057","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","790","072","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","","Course Total","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"","890","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","057","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Seminar","900","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"G L E
418","","Dept. Total","60","3.736","61.7","13.3","5.0","1.7",".",".",".","16.7",".",".",".","1.7",".",".",".","."
