"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","",""
"501
Radiographic Anat-Dog&Cat","001","82","3.579","56.1","13.4","25.6","2.4","1.2","1.2",".",".",".",".",".",".",".",".",".","."
"542
Veterinary Ophthalmology","001","79","3.753","58.2","34.2","7.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"630
Small Animal Surgery","001","77","3.169","18.2","19.5","45.5","11.7","5.2",".",".",".",".",".",".",".",".",".",".","."
"632
Small Animal Surgery Lab","001","77","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"634
Small Animal Anesthesia Lab","001","77","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"642","001","39","4.000","10.3",".",".",".",".",".",".","89.7",".",".",".",".",".",".",".","."
"642","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Large Animal Surgery","Course Total","40","4.000","10.0",".",".",".",".",".",".","90.0",".",".",".",".",".",".",".","."
"644
Small Orthopedic Surgery","001","15","4.000","13.3",".",".",".",".",".",".","86.7",".",".",".",".",".",".",".","."
"645","001","37","4.000","18.9",".",".",".",".",".",".","81.1",".",".",".",".",".",".",".","."
"645","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Small Animal Genrl Surgery","Course Total","40","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"646
Veterinary Anesthesiology","001","33","4.000","51.5",".",".",".",".",".",".","48.5",".",".",".",".",".",".",".","."
"647
Radiology Clinics","001","30","4.000","43.3",".",".",".",".",".",".","56.7",".",".",".",".",".",".",".","."
"675","001","18","4.000","33.3",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"675","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"675","005","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"675","008","28","4.000","3.6",".",".",".",".",".",".","96.4",".",".",".",".",".",".",".","."
"Special Topics","Course Total","59","4.000","11.9",".",".",".",".",".",".","88.1",".",".",".",".",".",".",".","."
"699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","18","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"741
Clinical Ophthalm Rotation","001","28","4.000","39.3",".",".",".",".",".",".","60.7",".",".",".",".",".",".",".","."
"743
Adv Anesthlgy/Crit Care Med","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747
Equine Lameness","001","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"748
Dentistry & Oral Surg Rotation","001","17","4.000","76.5",".",".",".",".",".",".","23.5",".",".",".",".",".",".",".","."
"775","001","19","",".",".",".",".",".",".",".","94.7",".",".",".",".","5.3",".",".","."
"775","002","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"775","003","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"775","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","36","",".",".",".",".",".",".",".","97.2",".",".",".",".","2.8",".",".","."
"812
Rsch Ethics&Career Development","001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
