"","999
065","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
078","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
087","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","17","4.000","64.7",".",".",".",".",".",".","29.4","",".",".",".",".","5.9",".",".","."
"NURSING
692","Dept. Total","1795","3.829","64.7","14.9","5.7","0.3","0.3","0.1","0.1","4.9","",".","8.6","0.1","0.1","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","65","3.823","81.5","7.7","7.7",".","3.1",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","47","3.952","91.5","4.3","2.1",".",".",".",".",".","",".","2.1",".",".",".",".",".","."
"Junior","","368","3.888","62.0","6.8","1.6","0.5",".",".","0.5","5.4","",".","22.8","0.3",".",".",".",".","."
"Senior","","917","3.803","62.5","20.7","7.3","0.3","0.1",".",".","1.4","",".","7.6",".",".",".",".",".","."
"Undergraduates","","1397","3.826","64.2","15.9","5.7","0.4","0.2",".","0.1","2.4","",".","11.1","0.1",".",".",".",".","."
"Special","","20","3.883","75.0","25.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","365","3.833","65.5","10.7","6.3","0.3","0.5","0.3",".","15.1","",".",".",".","0.3","1.1",".",".","."
"Prof Yr 4","","13","3.944","84.6","7.7",".",".",".",".",".",".","",".",".",".",".","7.7",".",".","."
"Professionals","","13","3.944","84.6","7.7",".",".",".",".",".",".","",".",".",".",".","7.7",".",".","."
"","Dept. Total","1795","3.829","64.7","14.9","5.7","0.3","0.3","0.1","0.1","4.9","",".","8.6","0.1","0.1","0.3",".",".","."
