"","999
013","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
063","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","","",""
"ED PSYCH
315","Dept. Total","1093","3.553","48.7","23.8","14.9","4.3","2.3","0.9","0.5","3.6","0.1",".","",".","0.2","0.4","0.1","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.020","22.0","26.0","18.0","14.0","14.0","6.0",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","199","3.239","23.1","32.7","26.6","11.1","3.5","2.5","0.5",".",".",".","",".",".",".",".",".","."
"Junior","","217","3.422","39.6","28.6","19.8","6.0","3.7","0.5","1.4",".",".",".","",".",".",".","0.5",".","."
"Senior","","229","3.614","51.1","28.8","15.7","1.7","1.3","0.4","0.4","0.4",".",".","",".",".",".",".",".","."
"Undergraduates","","695","3.403","37.4","29.6","20.3","6.6","3.6","1.4","0.7","0.1",".",".","",".",".",".","0.1",".","."
"Special","","23","3.838","73.9","13.0","8.7",".",".",".",".",".",".",".","",".","4.3",".",".",".","."
"Graduate","","369","3.863","68.8","13.0","4.9","0.3",".",".",".","10.3","0.3",".","",".","0.3","1.1",".","1.1","."
"Prof Yr 1","","5","3.300",".","60.0","40.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1093","3.553","48.7","23.8","14.9","4.3","2.3","0.9","0.5","3.6","0.1",".","",".","0.2","0.4","0.1","0.4","."
