"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Pract in World Lang (K-12)","243
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
305","","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","38","3.934","92.1","2.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
322","","23","3.891","82.6","13.0","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art","Course Total","","71","3.944","90.1","8.5","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","337
003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","340
002","","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elementary Educ Practicum One","Course Total","","54","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching World Languages (K-8)","342
001","","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
001","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","22","3.818","68.2","27.3","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","69","3.920","85.5","13.0","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","10","3.600","90.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","362
004","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama in Education","Course Total","","47","3.894","93.6","4.3",".",".",".",".","2.1",".",".",".",".",".",".",".",".","."
"","364
001","","28","3.839","82.1","10.7","3.6",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","27","3.963","96.3",".","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","55","3.900","89.1","5.5","3.6",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
003","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","004
367","","11","",".",".",".",".",".",".",".",".",".","90.9",".",".",".",".",".","9.1"
"Elem Teaching Practicum II","Course Total","","70","",".",".",".",".",".",".",".",".",".","98.6",".",".",".",".",".","1.4"
"","368
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368
002","","26","3.880","92.3",".",".",".",".","3.8",".",".",".",".",".",".",".",".",".","3.8"
"","368
003","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
