"TERM : 1072","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","184","3.498","47.3","20.1","14.7","2.7","3.8","1.1","0.5","8.2","0.5",".","",".","",".","0.5","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.524","52.4","19.0","19.0",".","9.5",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","28","3.481","42.9","35.7","10.7",".","3.6",".","3.6",".",".",".","",".","",".","3.6",".",".","."
"Junior","","30","3.552","40.0","30.0","23.3","3.3",".",".",".","3.3",".",".","",".","",".",".",".",".","."
"Senior","","53","3.247","34.0","20.8","20.8","7.5","7.5","3.8",".","5.7",".",".","",".","",".",".",".",".","."
"Undergraduates","","132","3.415","40.2","25.8","18.9","3.8","5.3","1.5","0.8","3.0",".",".","",".","",".","0.8",".",".","."
"Special","","10","3.667","40.0",".","10.0",".",".",".",".","40.0",".",".","",".","",".",".","10.0",".","."
"Graduate","","42","3.918","71.4","7.1","2.4",".",".",".",".","16.7","2.4",".","",".","",".",".",".",".","."
"","Dept. Total","184","3.498","47.3","20.1","14.7","2.7","3.8","1.1","0.5","8.2","0.5",".","",".","",".","0.5","0.5",".","."
