"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10116","3.188","35.5","14.9","17.1","","7.8 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1215","2.909","26.2","13.7","21.1","11.2","17.9","3.4","1.6",".",".","4.5","0.1",".",".",".",".","0.3"
"Sophomore","","1311","3.070","32.0","17.2","17.5","10.5","13.3","3.0","1.4","0.2",".","4.7",".",".","0.2","0.1",".","."
"Junior","","2068","3.118","35.4","16.0","18.2","10.5","12.7","2.9","1.1","0.2","0.1","2.7",".",".",".","0.1","0.0","."
"Senior","","3358","3.228","39.4","16.6","20.5","8.2","9.0","2.5","1.0","0.7",".","1.9",".",".","0.1","0.0","0.0","."
"Undergraduates","","7952","3.125","35.1","16.1","19.5","9.6","12.0","2.8","1.2","0.4","0.0","3.0","0.0",".","0.1","0.1","0.0","0.1"
"Special","","150","3.336","39.3","12.7","18.0","3.3","8.0","0.7","2.0","8.7",".","2.7",".",".",".","1.3","3.3","."
"Graduate","","2021","3.694","37.9","9.5","7.6","0.8","0.4",".",".","38.8","0.1","0.2",".","3.9","0.1",".","0.4","0.1"
"Prof Yr 1","","9","3.313","22.2","22.2","33.3","11.1",".",".",".","11.1",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","23","3.593","26.1","43.5","8.7",".",".",".",".","21.7",".",".",".",".",".",".",".","."
"Prof Yr 4","","8","4.000","50.0",".",".",".",".",".",".","37.5",".",".",".","12.5",".",".",".","."
"Professionals","","41","3.528","31.7","29.3","12.2","2.4",".",".",".","22.0",".",".",".","2.4",".",".",".","."
"","College Total","10164","3.188","35.7","14.8","17.1","7.8","9.6","2.2","1.0","8.2","0.1","2.4","0.0","0.8","0.1","0.1","0.2","0.1"
