"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1873","3.820","64.2","15.5","5.8","","0.4 Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","#Name?"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","65","3.823","81.5","7.7","7.7",".","3.1",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","51","3.938","88.2","5.9","2.0",".",".",".",".",".","",".","2.0",".",".","2.0",".",".","."
"Junior","","397","3.878","61.7","9.1","1.8","0.5",".",".","0.5","5.0","",".","21.2","0.3",".",".",".",".","."
"Senior","","961","3.791","61.9","20.9","7.5","0.5","0.2","0.1",".","1.4","",".","7.3",".",".","0.2",".",".","."
"Undergraduates","","1474","3.816","63.6","16.6","5.8","0.5","0.3","0.1","0.1","2.2","",".","10.5","0.1",".","0.2",".",".","."
"Special","","21","3.859","71.4","28.6",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","365","3.833","65.5","10.7","6.3","0.3","0.5","0.3",".","15.1","",".",".",".","0.3","1.1",".",".","."
"Prof Yr 4","","13","3.944","84.6","7.7",".",".",".",".",".",".","",".",".",".",".","7.7",".",".","."
"Professionals","","13","3.944","84.6","7.7",".",".",".",".",".",".","",".",".",".",".","7.7",".",".","."
"","College Total","1873","3.820","64.2","15.5","5.8","0.4","0.3","0.1","0.1","4.7","",".","8.3","0.1","0.1","0.4",".",".","."
